"Metabolite","Category","HyPea.7404_3","HyPep.1510_1","HyPep.1510_2","HyPep.1510_4","HyPep.4601N_1","HyPep.4601N_2","HyPep.1510_3","HyPep.7504_1","HyPep.7504_2","HyPep.7504_3","HyPep.4601N_3","HyPea.7404_2","HY.YEST.412_1","HY.YEST.412_2","HY.YEST.412_3","HY.YEST.466_1","HY.YEST.466_2","HY.YEST.466_3","HY.YEST.503_1","HY.YEST.503_2","HY.YEST.503_3","HY.YEST.555_1","HY.YEST.555_2","HY.YEST.555_3","HyPea.7404_1","HyPep.YE_2","HyPep.YE_3","HyPep.YE_1"
"5-hydroxy-3-indoleacetic acid","Other",0.00323815,0.017589801,0.018096138,0.019244262,0.000475811,0.018121961,0.018798343,0.296432673,0.243065162,0.30877038,0.010635473,0.026557488,0.000361018,0.001352934,0.00036248,0.001992091,0.001113896,0.000424651,0.002806751,0.001956523,0.00034377,0.000526094,0.001174313,0.000716701,0.000192142,0.0023697,0.000588655,0.00269264
"5-hydroxytryptophan","Amino Acid",0.00548693033333333,0.06492315,0.0601912203333333,0.173469676,0.030036728,0.0265226173333333,0.0172800563333333,0.00573588033333333,0.013221267,0.00760307766666667,0.0288517023333333,0.00553253266666667,0.044644449,0.0336344053333333,0.0426723173333333,0.0799117653333333,0.0740604203333333,0.089652778,0.007254091,0.00487331466666667,0.005716185,0.019514396,0.0166055706666667,0.042553253,0.013219435,0.0272490196666667,0.0309207926666667,0.0286629693333333
"5-o-methylgenistein","Other",6.11744552179061e-08,0.121032271,0.142589437,0.17483712,0.029229398,6.23911359915361e-08,0.113040277,0.01458357,0.158224194,6.88911052007286e-08,7.99506460917283e-08,6.49989771424789e-08,0.057845252,0.024289222,0.076352374,0.013847281,0.01715809,0.009114881,0.009792974,0.007286091,6.89039442934181e-08,5.91227952795992e-08,7.38416785453092e-08,0.030776766,6.02795930136926e-08,6.01222398807277e-08,6.24038833467173e-08,7.99316243353702e-08
"7,2'-dihydroxyflavone","Other",5.42179837381649e-08,0.1556277615,0.216000752,0.198702987,0.107417581914848,4.42482396033761e-08,0.1796002475,0.0228117415960777,0.110684882358131,0.00271395415168297,0.000207105889238228,5.26740664986109e-08,0.000166203871258621,4.18680552963637e-08,0.000213185775829978,4.45868201453088e-08,4.90708073228497e-08,5.33936945769495e-08,0.00026387291356041,0.000104676910276358,5.29173150935013e-08,0.000100348277202421,5.12377523676009e-08,0.000112666957453202,5.32282267488337e-08,0.000518639753052364,0.000122375442241252,0.00463051906194806
"9-(2,3-dihydroxypropoxy)-9-oxononanoic acid","Other",0.012452517044866,0.004738304965392,0.00411934951710336,0.00479038915653636,0.0250815642648046,0.0279382107785243,0.0148927878609228,0.071682346703631,0.0673267937065921,0.094698225,0.0219429771180517,0.0156094535486842,0.0288967785,0.07386417,0.133314622656905,0.075571445,0.052762558,0.047381264,0.0331223895,0.0320551175,0.00892512272764757,0.027363699,0.025959387,0.041422842,0.00877798903681691,0.003097447,0.0156167684224457,0.026595479
"9-hydroxy-10,12-octadecadienoic acid","Other",7.60685894862467e-08,0.000404935,0.000408799,7.65187443394821e-08,0.347440683,0.326238493,0.000594329,0.012267731,0.011896821,0.004758799,0.285250857,0.000294379,0.00127106,0.0039409,0.000881733,0.000127267,0.000450753,0.00035992,0.001084878,0.000475042,0.000230796,5.53769725373849e-08,0.000222114,0.000493008,0.00012822,0.000149849,0.000628354,7.26472261843937e-08
"Abscisic acid","Lipids",0.001476267,0.417151991,0.125310208,0.250625348,0.010763259,0.009069831,0.11128487,0.008544859,0.005532336,0.008788016,0.007348009,0.002658987,1.62448206741906e-07,1.85305300013462e-07,1.33331830768614e-07,1.46365956274484e-07,0.000168903,1.57064828498183e-07,0.017501111,0.006108499,0.014522182,0.001328027,1.54638786650978e-05,1.98563632049825e-07,0.001800342,1.99712820001431e-07,1.59977963245656e-07,1.48181843936752e-07
"Acetosyringone","Other",0.000556694,0.000161894,0.000343661,0.000221642,0.000811349,0.000170568,0.00021232,0.002216353,0.002290795,0.00197458,0.000351105,9.31491005091741e-05,0.005194923,0.019207034,0.000664084,0.128799766,0.214749781,0.204268598,0.015840849,0.015490844,0.003607246,0.1452757,0.119504082,0.095532138,0.000479728,0.001207896,0.007659329,0.013113892
"Aconitic acid","Organic acids",0.124596261,0.043416498,0.040249928,0.035334469,0.0039301005,0.003198202,0.038894375,0.018061808,0.0225966485,0.0181240295,0.00331857042610949,0.115955907,0.01060371,0.0267749415,0.014687328,0.0333310642665852,0.031988567,0.0453466215,0.061495782,0.0704307185,0.041579663,0.0216301325,0.012375577,0.0192322645,0.104569498,0.0140716762652891,0.012585173668838,0.011620484
"Adenine","Nucleosides",0.0026716395830904,0.00205851104517522,0.0022314929193081,0.00195773834273731,0.00307421719873184,0.00268896039508553,0.00197882270511838,0.0164493684405339,0.00929715601118572,0.0154517913921506,0.00146152196381645,0.00222266743117617,0.0621905332,0.0742143948,0.0808953324,0.0792699912,0.1121392898,0.1052606198,0.0407850472,0.023309307,0.0101580482,0.0111865396,0.008968485,0.0654944106,0.00217088814814736,0.139605684,0.0925719092,0.0302356324
"Adenosine","Nucleosides",0.00186409982142043,0.00470241738558234,0.00560471123241336,0.00504644141517461,0.0212697002746546,0.018207188156682,0.00504540394940765,0.0275329201768483,0.0171741488839859,0.0255285414595257,0.0126076400917273,0.00292415501624125,0.0438470047142857,0.0324994621428571,0.0926032828571429,0.034272725,0.153000089285714,0.143124760571429,0.0503044135714286,0.030664003,0.0131446281428571,0.0141549204285714,0.013932619,0.0412794537142857,0.00628662102858273,0.0580295998571429,0.0463833491428571,0.0789656991428571
"Adenosine 3'-monophosphate","Nucleosides",0.0128268240898569,0.0136120681666667,0.0140942758333333,0.0103210171003928,0.00320228927643391,0.00227167567364577,0.0122666943333333,0.0394100645,0.0236663301666667,0.0383118953333333,0.00398658093219219,0.0222670590790904,0.0609882981666667,0.0228365328341736,0.0569156728473895,0.0963075605,0.0793682758333333,0.105117647666667,0.0552694438333333,0.0206239961666667,0.00919996316666667,0.0286940545,0.0127269568333333,0.0292608891666667,0.0153719264147807,0.0667180709678072,0.0881444738169819,0.0562194628333333
"Adenosine 3',5'-cyclic monophosphate","Nucleosides",3.6331296360695e-05,0.007730146,0.010313777,0.007640459,0.00024391,0.000178376,0.008573092,0.009843157,0.007834412,0.005533753,0.000359255,0.000144977,0.089773986,0.048035631,0.070553403,0.168810564,0.178485584,0.06933298,0.006662285,0.008178536,0.003992126,0.022171348,0.026796249,0.067132497,3.11187575732044e-09,0.0677512,0.092993871,0.02089809
"Agmatine","Amino Acid",0.032600531,0.076777733,0.091539778,0.045983211,0.049210988,0.054900682,0.046594434,0.10706952,0.113957478,0.09577604,0.041654561,0.029328519,0.015905226,0.009575537,0.017161,0.003163453,0.007005682,0.002343632,0.003237202,0.004575307,0.00223252,0.01796985,0.014245234,0.014256215,0.026177349,0.023917242,0.023401381,0.029439695
"Ala-ala","Peptides",0.04246869325,0.02795567725,0.01926069775,0.02146497025,0.03546650575,0.02886901875,0.0175990785,0.03345575625,0.029018874,0.034734805,0.03504660725,0.0497979675,0.0256712935,0.02946370325,0.02145702375,0.023099507,0.0189565545,0.0206453795,0.07938491625,0.06739824325,0.076211086,0.0748875475,0.07176001325,0.0382012025,0.04501621325,0.009470973,0.0099701435,0.01326754825
"Ala-ile","Peptides",0.0396912105,0.0292169215,0.112972916,0.024786738,0.0566903015,0.0522198005,0.0813475715,0.0521674625,0.0403369835,0.056269139,0.0494326595,0.0488927535,0.0110035395,0.011515987,0.009334891,0.0155421645,0.014799301,0.0150786375,0.048121802,0.0376216365,0.0448160805,0.039151158,0.037642898,0.0212389255,0.033487603,0.0045767385,0.005764959,0.006279222
"Ala-leu","Peptides",0.0504035154,0.0275470246,0.0350337052,0.0263319694,0.0592305948,0.056165598,0.0316523094,0.0545825128,0.0569318244,0.0620951718,0.0372359346,0.0550512748,0.014212379,0.0141903866,0.011108597,0.0237004092,0.0177350502,0.0194795898,0.0511330068,0.0395146752,0.0453986292,0.0524963336,0.0499861828,0.028175874,0.0540103928,0.0074467954,0.0086525336,0.010497729
"Ala-val","Peptides",0.060146494,0.020788831,0.010832519,0.0151274465,0.051035918,0.05416024,0.01901687,0.05249041,0.042603852,0.0431106175,0.049066304,0.0695557635,0.018766845,0.0231398025,0.0195373755,0.04139697,0.0432298145,0.037162068,0.0423799825,0.0364477025,0.041431932,0.0352673245,0.035382773,0.032250515,0.0531283555,0.0179405195,0.015225546,0.019377208
"Alpha-d-glucose-1,6-diphosphate","Carbohydrates",0.005581747,0.01277162,0.011895489,0.038703059,0.009382134,0.004549786,0.021013514,0.40544073,0.217537001,0.246167284,0.001068776,0.002812056,0.002058806,0.00158501,0.003894224,0.000843056,0.000150137,0.000645188,0.001237926,0.00107812,0.002590131,0.000567038,0.00029017,0.001513547,0.005676795,0.00014466,0.000206128,0.000595865
"Apigenin-7-o-glucoside","Other",3.28758195710672e-08,0.2247529,0.293184692,0.241382268,0.000991842,0.00119986,0.228992784,0.001228282,0.000559163,0.000601486,0.000589983,2.88866139590813e-08,0.000466519,0.000431296,0.001523412,2.74747978212685e-08,0.000243056,2.94879915995873e-08,0.001087898,0.000857036,2.42497547443118e-08,2.62491402129537e-08,0.000356885,0.001127985,3.05294856447503e-08,2.31760634632391e-08,3.14510968145555e-08,0.000422398
"Arginine","Amino Acid",0.004120159,0.047281527,0.0473111685,0.0405537435,0.071718074,0.069916529,0.0429047605,0.0281258465,0.0282001865,0.0252686565,0.062438573,0.0053724955,0.056969056,0.045731526,0.0472946215,0.0266811575,0.0373588765,0.0232084105,0.0101715485,0.016933008,0.0117515415,0.0362425535,0.0303501935,0.0160001355,0.0046775725,0.061907467,0.050307891,0.05120272
"Asp-phe","Peptides",0.0300492715,0.01594668825,0.0171352535,0.027966065,0.05369504775,0.059983599,0.0252950635,0.063592957,0.055499348,0.062557537,0.041432994,0.02258737925,0.0301064225,0.02304004575,0.017520957,0.0375028485,0.029467956,0.03856113625,0.06466070925,0.047981609,0.06017964725,0.03748303275,0.03573665925,0.0250944025,0.03121142875,0.014571752,0.01365388525,0.017486304
"Asparagine","Amino Acid",0.01624453,0.0148680455,0.013459024,0.0165542375,0.0507423535,0.0491746855,0.015108912,0.023942786,0.0237436985,0.019561957,0.0495409295,0.01637496,0.0578029095,0.061540175,0.0607811145,0.0777689045,0.073358128,0.089846682,0.012550422,0.017231995,0.014674925,0.012734667,0.0087871545,0.023660224,0.015708484,0.0637291985,0.0536043395,0.0469045575
"Aspartic acid","Amino Acid",0.0108445263333333,0.0620495053333333,0.0612405403333333,0.0624656916666667,0.00607155966666667,0.008799103,0.0618692493333333,0.0316752796666667,0.0283018443333333,0.0307998193333333,0.0372448653333333,0.010384313,0.0417381503333333,0.0391952856666667,0.034832103,0.097976954,0.110896776666667,0.100628422,0.00547629533333333,0.00641379366666667,0.0131321263333333,0.002376797,0.00752875933333333,0.011870841,0.00853175066666667,0.028054222,0.0433311803333333,0.0362702463333333
"Atractylenolide iii","Lipids",0.024788073,0.028534908,0.016803711,0.010367151,0.025292901,0.025145491,0.036259789,0.06980865,0.033850749,0.040836561,0.024880962,0.035070413,0.033672039,0.026093559,0.038083228,0.02829461,0.01612926,0.060264368,0.063757779,0.047024745,0.046055475,0.048245419,0.032058609,0.040963778,0.026097597,0.038392183,0.055373593,0.027854399
"Baicalein","Other",1.40388807555e-07,0.039001507,0.045846995,0.042293045,0.160960181,1.73304050558881e-07,0.051946767,0.033591337,0.361739711,0.002255177,1.73288664758709e-07,1.29362563916239e-07,0.0321387,0.016759605,0.035210651,0.040907671,0.033774622,0.043149798,0.010727215,0.006031678,1.48163872619727e-07,0.01057679,0.008832083,0.022649875,1.66283339250898e-07,1.75127040569421e-07,1.70315349405806e-07,0.001605316
"Benzoic acid","Other",0.03065358,0.07605801125,0.04792102075,0.04222095325,0.05360424025,0.0552737485,0.04546698575,0.033412981,0.0264884535,0.03115584425,0.0582379215,0.030677482,0.02759761375,0.02517907375,0.03086729575,0.03029518475,0.02731980475,0.0366234125,0.02350402575,0.025513587,0.0246421285,0.025030356,0.02306772225,0.03978991975,0.02758880425,0.0389370395,0.030287593,0.032585216
"Beta-nicotinamide adenine dinucleotide","Nucleosides",2.2894166929664e-07,2.26567853785819e-07,1.61696914285441e-07,2.27241136555129e-07,1.95556485532757e-07,1.81204099573712e-07,2.40815666553771e-07,2.23735480987332e-07,1.57278482313637e-07,1.65470728473305e-07,1.71164224157297e-07,1.94268296943574e-07,2.21163454531823e-07,2.25393507682844e-07,2.20653683397525e-07,0.343768161,0.248368351,0.31776711,1.93783508333449e-07,2.25469173022074e-07,2.09891134910546e-07,2.23869951882551e-07,2.45055613568666e-07,0.090091366,2.52769899445647e-07,2.29989149059285e-07,2.24564588087117e-07,1.65569464885376e-07
"Betaine","Amino Acid",1.87276403482149e-08,0.00931418716438431,0.0112300873298633,0.00855322757479876,0.01346028,0.0154624305,0.00938403267148159,0.0105714470431285,0.0132686285,0.0149379315,0.00564525565470809,1.96926464358571e-08,0.0888217605,0.110968567,0.0935834175,0.043923568,0.0402966835,0.066778188,0.045509337,0.054162079,0.054969965,1.76581141686728e-08,1.98156594317567e-08,0.00490180394499714,2.28896495935743e-08,0.0882293345,0.087048037,0.1089796515
"Biochanin a","Other",0.002313316,0.104901102,0.111885669,0.170397911,0.0404582,8.65277644680582e-07,0.093983711,0.001312827,0.170116995,0.003721038,8.27820579278144e-07,0.001709377,0.071644284,0.029137345,0.086736453,0.010527754,0.020692266,0.013852871,0.015291387,0.000759165,0.0019595,0.004415473,0.004845331,0.038149283,9.62030336749738e-07,0.001184624,6.95173745092321e-07,7.69265488135983e-07
"C10-las (tentative)","Other",6.62582500043793e-06,5.13028170485471e-06,5.9139600021268e-06,4.8111419986228e-06,6.46225836894614e-06,5.55894350286693e-06,5.45878612717146e-06,5.9866299197435e-06,5.55789012453255e-06,5.1256234135735e-06,4.97561563296692e-06,5.89915251137477e-06,6.88046830111959e-06,4.86790398149169e-06,5.05041293141804e-06,4.77369771247112e-06,6.42117543862991e-06,6.52057688114661e-06,4.96851380300129e-06,5.63416969388649e-06,5.44725039744999e-06,5.77917284886509e-06,6.72236010290679e-06,5.75861504637525e-06,0.999846556,5.54348023802041e-06,6.19881952337172e-06,5.37104037977023e-06
"Caffeic acid","Other",0.00247489,0.008263607,0.010751619,0.010466214,0.003628142,0.003783541,0.009160896,0.017214301,0.017994096,0.050828031,0.002306125,0.001917399,0.053009341,0.051853165,0.048406423,0.084339051,0.122453978,0.241066109,0.03600538,0.029355376,0.019667391,0.022308914,0.017405642,0.035003903,0.002013732,0.026472108,0.026317744,0.045532882
"Carnitine","Amino Acid",0.000909746,0.007627182,0.008322305,0.006534458,0.001887648,0.001590305,0.006209759,0.002035502,0.002588614,0.002900956,0.001437596,0.001201818,0.025256264,0.026777236,0.015767117,0.117480391,0.104150362,0.152273126,0.022399419,0.028825783,0.009230338,0.118505095,0.113612437,0.135561752,0.000634343,0.024104329,0.030454043,0.031722077
"Carpachromene","Other",0.030666815,0.031969878,0.033111021,0.039523087,0.042028729,0.036915103,0.038319546,0.036816799,0.033784825,0.033256448,0.034339017,0.036593731,0.036279894,0.034971971,0.037589723,0.043442568,0.029192641,0.032941852,0.039041901,0.033190949,0.034719322,0.035192309,0.041476061,0.033149412,0.042439142,0.030741483,0.032902253,0.03540352
"Catechol","Other",0.0054078295,0.00630441391417146,0.0097843595,0.000919759594146364,0.00186655966410442,0.002029171,0.007209109,0.1485727215,0.2017103715,0.187142788,0.002837413,0.002606356,0.036972404,0.0402690375,0.048641167,0.0186578435,0.0181885525,0.0213338415,0.025318613,0.02141055,0.031954916,0.021958893,0.0238204805,0.0284849655,0.00287506281317623,0.035057417,0.0245962865,0.0240691175
"Choline","Vitamins",0.0298477,0.084583013,0.08244274,0.073701927,0.024193324,0.0245687,0.077621167,0.077536452,0.075341388,0.071338134,0.016988966,0.033046684,0.021008213,0.031367544,0.023870868,0.010760231,0.023158425,0.017538267,0.009871605,0.008029669,0.010849291,0.009820085,0.012786503,0.01016332,0.035280122,0.034649821,0.028748762,0.040887079
"Cinchonidine","Other",4.2822518345637e-08,5.57703377679406e-08,5.91419774522422e-08,6.45163408666109e-08,0.188073933,0.035990317,6.52321483342834e-08,0.036550939,0.02998283,0.035713562,4.50272688618528e-08,0.040338518,0.035550794,0.032665467,0.032547154,0.033326228,0.03166503,0.033421294,0.039629683,0.033123163,0.029874,0.037362409,0.036626002,0.033440424,6.10431799104003e-08,0.04372475,0.180393063,4.64552991870633e-08
"Citric acid","Organic acids",0.0995470292307692,0.0897026941538462,0.0839829802307692,0.0594056703076923,0.0218142592307692,0.0151407593076923,0.0649185880769231,0.0460146494615385,0.0415078296923077,0.0369199476153846,0.0181096621538462,0.107159570153846,0.00959855029438935,0.00682869863851082,0.00351590178000738,0.00684125384448839,0.0110470858966415,0.00967221949362014,0.0324537709230769,0.02749704,0.0330561023076923,0.00733519792307692,0.00499753861538461,0.0141163786923077,0.102539325615385,0.00814967654879406,0.034077470530176,0.00405014915384615
"Citrinin","Other",0.002575994,0.001082287,1.65865028499477e-06,0.001502392,0.000625273,1.15803083645869e-06,0.001937695,0.281621431,0.276596451,0.284324434,0.003953549,0.002551027,1.09543283420088e-06,0.002792018,1.68176339654399e-06,0.000564483,0.027875668,0.0432817,0.000904258,0.00206796,1.48589378545111e-06,0.000423362,0.022685685,0.024545221,0.018077554,1.32854355982792e-06,1.66058506668399e-06,1.48919629215608e-06
"Citrulline","Amino Acid",0.001478648,0.001075057,0.000724918,0.000520281,0.000879558,0.00091862,0.000765144,0.004603506,0.006688012,0.001945718,0.000718587,0.001456633,0.032854038,0.049163378,0.015647027,0.19012888,0.013632864,0.040607654,0.135997486,0.090810873,0.124377097,0.026104412,0.014356057,0.062765617,0.001495032,0.080238781,0.031735006,0.068311116
"Cordycepin","Nucleosides",0.00386842,1.58883159295709e-08,5.98639960859162e-05,0.000698875,0.099048406,0.075717432,1.33843246214974e-08,0.020069104,0.011296431,0.012188365,0.043427228,0.005851674,0.044609712,0.055324376,0.043341883,0.169851362,0.033865467,0.060641773,0.072937022,0.045109523,0.015370978,0.017107889,0.003442022,0.035516919,0.006626533,0.058987912,0.039649844,0.025390957
"Coumaroyl hexoside (isomer of 691, 692)","Other",0.004008714,0.003850223,0.001195721,0.000837943,0.014053242,0.001964734,0.021960476,0.374161354,0.324662244,0.227408839,0.0013514,0.004456524,0.001513174,0.001158208,0.000862326,0.000970644,0.00092516,0.001099595,0.001210258,0.00107568,0.00111882,0.001316231,0.001147892,0.002314541,0.001043794,0.000798554,0.002627773,0.000905935
"Cryptotanshinone","Lipids",5.88094957440917e-06,0.082847339,0.426255319,4.94389318574357e-06,0.28519039,0.205576483,5.53379769180468e-06,6.18054327301949e-06,5.15538317990887e-06,5.37599154708878e-06,5.48783959829656e-06,5.47931649439782e-06,4.76147445874853e-06,5.3613729553853e-06,4.56015076195685e-06,5.93044696776436e-06,5.99766807807689e-06,5.74618858685886e-06,5.91195792626161e-06,4.88907471622479e-06,5.659332213116e-06,5.09490071817035e-06,5.82013134030259e-06,5.14036450762216e-06,6.34986679203177e-06,5.10257788541533e-06,5.75762422286194e-06,4.34822629024506e-06
"Cyanidin-3-o-galactoside","Other",0.012117042,0.010240898,0.009775275,0.011115377,3.2034656900454e-07,0.008285453,0.011199012,0.334402532,0.341507785,0.227883977,2.37707777669546e-07,0.014694979,2.90408478225701e-07,2.723184306562e-07,0.003910023,2.47842944117467e-07,2.50851568919752e-07,3.23898098538071e-07,3.12207405938231e-07,3.17523269063593e-07,2.57695800016635e-07,2.87249542784042e-07,3.26842676075669e-07,2.39262622153921e-07,0.014863115,2.92724578870056e-07,2.60612608458724e-07,2.94773365008428e-07
"Cyclo-prolylglycine","Peptides",0.011073539,0.055742647,0.0635141615,0.1554995505,0.0253333285,0.0571926025,0.1537192685,0.010128631,0.008409011,0.0115133405,0.048220581,0.012677405,0.0283653805,0.024785503,0.0297371035,0.009761726,0.007647254,0.0118712945,0.0294122585,0.012467443,0.010397378,0.017704674,0.0155609375,0.011833356,0.00813021,0.0644293165,0.0428088235,0.0620632735
"Cyclo(leu-pro)","Peptides",0.00493502759136449,0.124526935333333,0.140238574,0.109669445166667,0.0611997651666667,0.0928805946666667,0.1335469545,0.0187368793333333,0.011220044,0.0122062328754868,0.0605868461666667,0.00464594711039607,0.035500025,0.0253607313333333,0.0321874033333333,0.00569162716666667,0.00828163616666667,0.0105258411666667,0.00421047432502928,0.00432292424573274,0.00296140829548644,0.00127911352017088,0.00121270399615279,0.00276275577208005,0.00498402545457626,0.0305506091666667,0.0238590766666667,0.0319163988333333
"Cystathionine","Amino Acid",0.020867824,0.002248143,0.0017693525,0.0025110155,0.1563292985,0.1381757765,0.002342924,0.0241342995,0.0203650135,0.0406067815,0.153075073,0.0201397675,0.017447316,0.0299584805,0.013092685,0.006636342,0.026919492,0.0153370215,0.0237547595,0.025957448,0.0293560045,0.008614279,0.0123089045,0.006192964,0.0253188685,0.1110603555,0.0263534535,0.039126357
"Cytidine-3'-monophosphate","Carbohydrates",0.000876661,0.001087166,0.001521048,0.000174131,0.003472965,0.002727769,0.000176827,0.002624733,0.002493661,0.002517553,0.002808549,0.0010806,0.006315028,0.009725063,0.016454284,0.110476848,0.077874187,0.096776685,0.003120392,0.002605862,0.002593696,0.229492472,0.214153087,0.033307919,0.000882844,0.07273059,0.069958835,0.031970545
"Cytidine-5'-monophosphate","Nucleosides",0.000551946,0.000111987,0.000131469,0.000109633,0.002186578,0.001717403,0.00011133,0.006217296,0.002005691,0.005353204,0.000427983,0.000680346,0.00397594,0.001063002,0.003118133,0.003709406,0.00313283,0.003593485,0.166319091,0.155184219,0.186482058,0.1444884,0.134830728,0.169431255,0.000555838,0.001291048,0.002122878,0.001096824
"Cytidine 5'-diphosphocholine","Other",6.60414950841966e-09,0.000678297,0.001134086,0.000407184,0.002352548,0.002903791,0.000531001,0.000576287,0.000514333,0.004009669,0.001019047,0.000331117,0.003335491,0.002114628,0.00864021,0.152872745,0.060514237,0.120928075,0.058390878,0.072266024,0.075791784,0.182600534,0.134655587,0.102539697,0.000363528,0.001592992,0.007580999,0.001355226
"Cytisine","Other",0.003962466,1.80113822630967e-07,0.000535447,1.69686105033603e-07,1.98637794608242e-07,1.8721382677363e-07,0.002197457,0.06996681,0.00699351,0.063175524,1.65949631330996e-07,0.000576488,0.186101141,0.275560033,0.093654231,1.36143388196897e-07,1.74550143954864e-07,5.28893689693559e-05,0.007558414,0.006574632,0.009802273,1.39209110076045e-07,1.53000824048604e-07,0.001170384,0.00052287,0.170057856,0.048463542,0.053072529
"Cytosine","Nucleosides",0.004785269,0.0025817045,0.0029856275,0.002911362,0.0211288425,0.0168787705,0.0025172395,0.053081721,0.018337124,0.039221853,0.006473502,0.0012074695,0.0104101245,0.0046775515,0.006419346,0.069434313,0.051529994,0.0608612165,0.077202177,0.0617326615,0.0718166785,0.1065899705,0.090684866,0.155078211,0.005276945,0.0226748705,0.0158930605,0.0176075275
"D-(+)-malic acid","Organic acids",0.0109249496666667,0.0611653896666667,0.036339642,0.060860187,0.0464165543333333,0.0777225723333333,0.065978001,0.268649179666667,0.0337829723333333,0.0399902476666667,0.0711917556666667,0.00874043233333333,0.0150414393333333,0.0261722146666667,0.0192926983333333,0.004166758,0.0152729796666667,0.0100605846666667,0.00917321533333333,0.0161251533333333,0.00504267366666667,0.0153174423333333,0.019048431,0.004661081,0.00347147566666667,0.0201056296666667,0.0176157223333333,0.0176706176666667
"D-alloisoleucine","Amino Acid",0.002994225,0.038552998,0.041408556,0.03259627,0.075597445,0.075019512,0.010792122,0.012537515,0.0215264,0.008561898,0.017507606,0.0025719,0.057955585,0.061260245,0.061686845,0.062333614,0.072344638,0.072355647,0.033730573,0.023071461,0.018412799,0.019629852,0.015725164,0.026905157,0.003066461,0.046872511,0.042771614,0.042211388
"D-gluconic acid","Carbohydrates",0.0083683895,0.061390553,0.060259497,0.056696361,0.0361886655,0.036806053,0.054777505,0.1070469885,0.09866489,0.126587531,0.0473236295,0.0089239105,0.0119774525,0.038807312,0.034329214,0.0117655585,0.035081943,0.0163439825,0.01359745,0.018432678,0.0235071585,0.004170693,0.007077722,0.004138776,0.0101597445,0.017329436,0.035051726,0.0151951815
"Daidzin","Other",0.001324268,0.161868953,0.236421439,0.195127931,0.003100075,0.001714572,0.17172455,0.062981785,0.001097433,0.152611327,5.68459461335402e-07,5.61102351931731e-07,7.14246143253395e-07,0.000573477,0.004414225,0.001015432,8.47864236986103e-07,0.000539398,7.24709457080243e-07,0.000879118,8.63367595335907e-07,6.16973602742644e-07,6.05140302429967e-07,8.21414167404803e-07,7.00764239351655e-07,0.000206068,0.001125654,0.003267272
"Derrustone","Other",3.42724565812807e-07,3.20273120253163e-07,2.97576104971429e-07,3.80232518961194e-07,3.23737552805036e-07,3.93113686337868e-07,2.76921047598272e-07,3.1471007337305e-07,2.71679946095534e-07,0.003503498,0.00265366,3.3101092170199e-07,0.364528175,0.167792004,0.205496766,3.17338198923142e-07,0.002635421,0.003188146,0.051659541,0.092365564,0.100768513,2.85186096499566e-07,2.6947436343828e-07,0.005403274,3.41274347249371e-07,2.91188782152575e-07,2.96049525065688e-07,3.8519797691359e-07
"Dihydroferulic acid","Other",0.000843913,0.022547731,0.022294953,0.001211508,0.002023291,0.000236713,0.022555268,0.014190064,0.014938348,0.023451108,0.003356543,0.000274706,0.08460742,0.090273,0.059020642,0.01557174,0.015026516,0.013004444,0.071854765,0.061330668,0.242304258,0.013240015,0.013462337,0.028554408,0.002588691,0.062871777,0.046121573,0.0522436
"Dihydroorotic acid","Organic acids",0.000181362,0.005838876,0.007666567,0.008574207,0.001287711,0.000185976,0.00886482,0.001794011,0.00152153,0.001013984,0.001103812,0.000449045,0.032167545,0.0236517,0.072729873,0.007866568,0.000225376,0.000909209,0.004150148,0.0103983,0.007734572,0.009077647,0.005872833,0.005729625,0.000143069,0.088165753,0.519353039,0.17334284
"Dioctyl phthalate","Other",0.046518761,1.56981101826669e-06,1.71796811736689e-06,1.8838668732638e-06,1.46592041469135e-06,1.56180000190434e-06,1.54056554466129e-06,1.75443878317741e-06,1.57629238631337e-06,1.51938451514503e-06,1.43982758918416e-06,0.012609535,1.77192297478922e-06,1.38750880622467e-06,1.61247984372655e-06,1.9424855562233e-06,0.371306763,0.03775194,0.232838598,2.00112598368066e-06,1.5539101794786e-06,1.86370421463108e-06,0.298938118,1.74780650482105e-06,1.38662396465023e-06,1.44720830450698e-06,1.83382341943285e-06,1.70646171801178e-06
"Diosmetin","Other",3.58830632874571e-07,4.52430836772088e-07,3.93580719817508e-07,4.4748649988429e-07,0.006180251,3.31323726076576e-07,3.6993361804828e-07,3.88911723323337e-07,3.22748683082715e-07,4.49287734505637e-07,3.13260670987309e-07,3.91171893374803e-07,0.134686849,0.072935621,0.118860665,0.176598691,0.116239755,0.123940349,0.053237184,0.032459983,0.014128657,0.032962362,0.043330235,0.074433548,4.33844960142401e-07,4.12020154669723e-07,4.54816486143145e-07,3.28795589582465e-07
"Donepezil","Other",0.050159193,0.0952444845,0.0907447905,0.0806440975,0.000122119464784802,0.000229612472755085,0.190599781152974,0.0336304205,0.027675956,0.02790633,0.001906563,0.0510450355,0.004249414,0.00578669875273713,0.00404192284578092,0.0068316305,0.00368836992095839,0.001698753,0.065504058,0.0443317115,0.0594845135,0.055307237,0.0477419965,0.0358560655,0.0104805438787453,0.002535783,0.001624881,0.000928037493328183
