"Metabolite","Category","HyPea.7404_3","HyPep.1510_1","HyPep.1510_2","HyPep.1510_4","HyPep.4601N_1","HyPep.4601N_2","HyPep.1510_3","HyPep.7504_1","HyPep.7504_2","HyPep.7504_3","HyPep.4601N_3","HyPea.7404_2","HY.YEST.412_1","HY.YEST.412_2","HY.YEST.412_3","HY.YEST.466_1","HY.YEST.466_2","HY.YEST.466_3","HY.YEST.503_1","HY.YEST.503_2","HY.YEST.503_3","HY.YEST.555_1","HY.YEST.555_2","HY.YEST.555_3","HyPea.7404_1","HyPep.YE_2","HyPep.YE_3","HyPep.YE_1"
"(-)-Citramalic acid","Lipids",0.016916041,0.023712242,0.025141297,0.021436176,0.00199901,0.009372052,0.02230649,0.024092975,0.024821814,0.012512442,0.008847233,0.015135841,0.054445001,0.090068874,0.049214695,0.09814988,0.004292549,0.15340319,0.019235153,0.019901647,0.020095726,0.04218668,0.058213225,0.05686891,0.015696992,0.046898251,0.031520941,0.033514676
"(1s,8r,9r)-8-hydroxy-4-(propan-2-ylidene)-10-oxatricyclo[7.2.1.01,5]dodecane-8-carboxylic acid","Other",0.210355037,0.00826928579891994,0.0450657595,0.0356128283850998,0.0210925469303322,0.0123505208904535,0.0351774258514348,0.0483911631513679,3.47137303885589e-06,0.0180305304454094,3.06944057972158e-06,0.1973572855,0.0182211094810139,2.2824998117728e-06,2.30561782546968e-06,2.50408270254315e-06,2.92719090948243e-06,2.99219886270629e-06,0.0178344726588873,3.21373484482806e-06,3.03750598672159e-06,2.45775807655855e-06,2.47239276239156e-06,3.51424222714585e-06,0.328837591,3.00998210079666e-06,2.45633431617762e-06,0.00336472840631049
"(2-oxo-2,3-dihydro-1h-indol-3-yl)acetic acid","Other",0.01151353,0.012587581,0.009879142,0.008885168,0.020078524,0.018608363,0.000882816,0.263429443,0.220403461,0.307486655,0.018410477,0.009408519,0.000609197,0.001489706,0.001011483,0.001561165,0.001128273,0.001328127,0.00150355,0.001501989,0.00206789,0.00924789,0.009467084,0.000663147,0.001305325,0.022637056,0.008383328,0.034521112
"(2r)-5-methoxy-2-methyl-2,3,8,9-tetrahydrofuro[2,3-h]chromen-4-one","Other",0.000310160449928758,1.11495919458858e-06,1.14632139978089e-06,0.000418719377170261,0.0126528939903453,0.00342312036682661,2.02791512768579e-05,0.0124601926590555,0.00783809140622809,0.0137061612444349,1.47451114865172e-06,3.86140856036797e-05,0.2045561755,0.101418840235777,0.0756505495989127,0.0107442386253069,0.0159147010103559,0.0297939281157153,0.4595230585,0.00502802525797986,0.00198119028191266,0.00841576296586045,0.00639110693053049,0.0163473711548467,2.0197116653955e-06,0.00531867597085878,0.00471555747489613,0.00332682949782251
"(2r,3r,6r,8r,9s,12s,13r,14r,15r,16r)-6,8,14,15-tetrahydroxy-2,6,13,16-tetramethyl-3-{[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-10-oxatetracyclo[7.6.1.0?,?.0??,??]Hexadec-4-en-11-one","Other",1.43593562535145e-07,0.268696307,0.2689477315,0.212531696,0.0084935905,1.29444524019887e-07,0.2391754475,1.40571553865089e-07,1.42237466999128e-07,1.45549164866052e-07,0.001494484,0.000657937,1.26181984689237e-07,1.31710324575274e-07,1.49370983824881e-07,1.29085511711671e-07,1.42319825359648e-07,1.14472275810272e-07,1.30105127289401e-07,1.42265870431201e-07,1.44932883691516e-07,1.21946042876273e-07,1.22435708867284e-07,1.38389863246564e-07,1.14457598214113e-07,1.32777206708033e-07,1.36527911320263e-07,1.27631816297161e-07
"(2z)-4,6-dihydroxy-2-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]-1-benzofuran-3-one","Other",1.3906881406175e-07,1.86180146363365e-07,1.82687033160167e-07,1.16938144851809e-07,0.005548033,0.005213511,1.38037131017932e-07,1.37765176978133e-07,1.18407628893914e-07,1.37085310928196e-07,0.001264358,1.63080751090036e-07,0.205159114,0.046744321,0.22696396,0.08352054,0.072761209,0.086023398,0.050984085,0.028907381,0.007984383,0.025389892,0.019805984,0.133727956,1.22406783452362e-07,1.33289561559527e-07,1.26539882252555e-07,1.75093932975717e-07
"(4s,5z,6s)-4-(2-methoxy-2-oxoethyl)-5-[2-[(e)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4h-pyran-3-carboxylic acid","Other",6.30184151344118e-08,0.010995471,0.0089117005,0.0066078355,0.0075034265,0.0047082105,0.009213083,0.301761793,0.345560889,0.232724025,0.0038493415,7.30232914458018e-08,0.0009234155,0.000999221,0.0006271275,0.0008321295,7.84908607514204e-08,0.002425856,0.022559777,0.0125477215,0.020349678,0.0020963675,0.0012553245,0.0016633085,7.6174200904217e-08,0.000677457,7.45651554535546e-08,0.0012064765
"(E)-5-(2,3-dimethyl-4,5,6,7-tetrahydro-1h-tricyclo[2.2.1.02,6]heptan-3-yl)-2-methylpent-2-enoic acid","Other",0.032008435,0.047654957,0.028507623,0.018643929,0.057519157,0.033643867,0.024061473,0.027920739,0.050216502,0.020254065,0.04834834,0.020556867,0.051765673,0.062565345,0.04812497,0.029481799,0.030732975,0.051411013,0.026132262,0.049564353,0.036024794,0.038701945,0.007751924,0.015860026,0.019916607,0.029907543,0.04448022,0.0482426
"?-Gentiobiose","Carbohydrates",0.008619695,0.078587511,0.074565934,0.074942044,0.055825784,0.055306426,0.075407944,0.014858164,0.012772944,0.015005064,0.055318832,0.00996789,0.030755686,0.020631596,0.053586784,0.000344716,0.00181672,0.000453594,0.065875938,0.081599223,0.08340793,0.012436715,0.018454346,0.001315329,0.011743889,0.026083496,0.03500567,0.025310138
"[(4r,5s,6r,6as,7r,10ar,11br)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate","Other",0.037858869,0.040639938,0.030124424,0.033393293,0.027998027,0.034433437,0.03666915,0.030364386,0.03790527,0.038645335,0.035301166,0.041828233,0.033426935,0.040493513,0.041198,0.028980524,0.031843639,0.034121882,0.033221126,0.033757685,0.038243882,0.036715648,0.037873711,0.038407859,0.03242317,0.037973965,0.03704891,0.039108024
"[5-acetyloxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate","Other",0.044307788,0.030980922,0.035012,0.034146177,0.052137816,0.055003425,0.007985639,0.046694992,0.061617186,0.047758865,0.056922834,0.051956485,0.000760369,5.00892161843205e-07,0.012879969,0.013477976,0.011012324,0.013622012,0.062084981,0.051924013,0.066765508,0.055838706,0.051664555,0.042402205,0.051492869,0.014112634,0.011908691,0.01552856
"1-acetylimidazole","Other",0.022743059,0.057426736,0.051351324,0.051035047,0.043950307,0.039837293,0.043592376,0.06675684,0.064956955,0.0755163,0.043652334,0.004472409,0.015026371,0.043059819,0.027167909,0.01267825,0.017203366,0.01386947,0.054830775,0.049184086,0.049600226,0.012730671,0.015370777,0.019114823,0.00397498,0.023712549,0.019040868,0.058144079
"1-decanoyl-2-hydroxy-sn-glycero-3-phosphocholine","Lipids",0.004925751,0.032740904,0.028590022,0.017515618,0.039999269,0.049520391,0.016727225,0.008627811,0.018273022,0.029519575,0.03373887,0.003519012,0.267952716,0.087663443,0.223965128,0.003999612,1.86013378175291e-07,0.004460908,0.027196415,0.031672293,0.039462075,0.003070715,0.002237282,0.017602678,0.004118711,1.84033224320408e-07,0.002900011,1.7403292190707e-07
"1-lauroyl-2-hydroxy-sn-glycero-3-phosphocholine","Lipids",1.44047825816682e-07,1.54562600172732e-07,0.001313598,0.000283764,0.000457008,1.22169162024494e-07,1.30347070406604e-07,0.005927382,0.009461851,0.011913635,0.000267391,0.011021891,0.36569178,0.139182587,0.238074052,1.20789607897484e-07,1.39507754263695e-07,1.38593905213216e-07,0.12105889,0.040356134,0.030263549,0.009938965,0.014532282,1.66971184542491e-07,1.41958481838921e-07,1.64734618199434e-07,1.52024191457943e-07,0.000253666
"1-methyladenosine","Nucleosides",0.003284375,0.000129565,0.003507941,0.0032974,0.000583535,0.000155043,0.005687039,0.000166521,0.000180702,0.000149638,0.036801818,1.54776195674191e-08,0.000163067,9.34158128574542e-05,0.054834163,0.000137352,0.040950297,0.001565265,0.175369118,0.135520016,0.00045645,0.000512909,0.289172215,0.088934111,2.01286144437633e-08,0.158126782,0.000125929,9.5296387676386e-05
"1,4-cyclohexanedicarboxylic acid","Other",0.000158539,0.021207183,0.020199697,0.019025376,0.203168044,0.216063873,0.019520243,0.007012067,0.00634405,0.006564418,0.192159895,0.000295778,0.026894204,0.029116156,0.033374207,0.014211871,0.01534384,0.01727413,0.005568358,0.006545573,0.004222796,0.004516537,0.002375345,0.004541159,0.000593196,0.046074613,0.036453875,0.041174979
"2'-deoxyadenosine 5'-monophosphate","Nucleosides",0.006700086,6.33525429342683e-08,0.0006736205,0.0003294585,0.130009756,0.100023021,0.000346022511468311,0.004738668,0.0052189265,0.0070069145,0.082817601,0.013195116,0.0033135155,0.008682998,0.003357893,0.0006814505,0.000455629,0.0009460275,0.310336887,0.1162225335,0.060734253,0.072389656,0.0286108495,0.0157062155,0.007699711,0.003906207,0.003914351,0.0119825685
"2'-deoxyinosine 5'-monophosphate","Nucleosides",0.00428944,0.002759196,0.001961237,0.002250067,0.000314503,0.000599541,0.003328434,0.003567846,0.003167313,0.001318618,0.000318823,0.003999584,0.001660068,0.003894533,0.003860593,0.002729887,0.001758748,0.000744407,0.165081529,0.200300716,0.260560872,0.040007282,0.047338283,0.093278911,0.004106594,0.007952082,0.024149987,0.114700907
"2'-o-methyladenosine","Nucleosides",0.001642655,0.003682984,0.003657457,0.003777123,0.017859541,0.043584283,0.000684264,0.081534605,0.076604361,0.079210291,9.28153803153056e-05,0.000938012,0.013966973,0.013117784,9.76296295119635e-05,0.1138239,0.114890232,0.011032441,0.045473642,0.030934603,0.058824754,0.018968964,0.003972501,0.026415653,0.001703966,0.000459555,0.016128703,0.216920308
"2'-o-methylinosine","Other",3.089449784313e-05,0.000507844,0.000849982,0.00084845,0.027817048,0.025163951,9.52367578139462e-05,0.003270476,0.002605606,0.002465943,0.026714804,1.78728499918934e-05,0.052309236,0.09350207,0.059347564,0.001485744,0.000765979,0.02046569,0.138171939,0.078951017,0.150500121,0.065849963,0.106122345,0.072266316,0.000382479,0.0279082,0.001237057,0.040346172
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-[[(2s,3r,4s,5r)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one","Other",9.30718586657825e-08,0.043408406,0.015367955,0.009114073,7.69534477342134e-08,8.64261462399471e-08,0.010669857,0.332337406,0.366931347,0.22216938,8.24258506868267e-08,8.0177990444728e-08,7.05921940831916e-08,5.98617850978343e-08,7.03528532774442e-08,7.1303377582683e-08,7.8127766377845e-08,6.32950911336959e-08,9.36271180133056e-08,7.46694586341986e-08,8.41656022109005e-08,6.51826115745064e-08,6.17233316499086e-08,6.99214958043001e-08,6.33500171577526e-08,8.91062578009575e-08,6.53870787226753e-08,7.53629843429214e-08
"2-[(2s,4ar,8as)-2-hydroxy-4a-methyl-8-methylidene-3,4,5,6,7,8a-hexahydro-1h-naphthalen-2-yl]prop-2-enoic acid","Other",0.034079222,0.025576663,0.038817507,0.038099473,0.0408193,0.033011715,0.02277264,0.026484789,0.035221139,0.032750119,0.027297482,0.036105528,0.034255654,0.046506405,0.03401983,0.029418253,0.027909133,0.029521439,0.054291512,0.061503433,0.064707698,0.04177994,0.038251878,0.021147643,0.034627024,0.03275225,0.028109787,0.030162543
"2-[1-[1-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-17-yl]ethyl]-4,5-dimethyl-2,3-dihydropyran-6-one","Other",0.22244416,0.007795245,0.002006214,0.003018495,0.125904217,0.039209768,0.002962141,2.70898203184995e-07,0.00480532,0.006732376,0.137253192,0.191981632,2.91514981002029e-07,3.22405410213845e-07,3.67908809913002e-07,0.003899195,0.003647567,3.821163948591e-07,0.004023961,0.004224216,0.013914277,0.00267303,0.003194635,0.007002615,0.205235645,0.001631392,0.00373983,0.002699241
"2-[2-[(z)-pent-2-enyl]-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclopentyl]acetic acid","Other",0.000123663,0.278339133,0.285723325,0.19178196,0.001246076,0.0005794,0.230828573,0.000164692,0.000659713,0.00071396,0.000507904,0.000116415,2.06587556759191e-08,0.000194286,2.72227919250991e-08,0.000270937,1.97649650916379e-08,0.000138664,2.5181924199524e-08,2.37549260748161e-08,0.001226424,0.00515163,0.000306481,0.000583412,0.000190875,6.89322128687667e-05,0.000668125,0.000415304
"2-deoxycytidine-5-monophosphoric acid","Nucleosides",0.042129007,0.013502222,0.010117098,0.037340391,0.051680443,0.038961847,0.028868156,0.016376462,0.011513864,0.013479479,0.03731309,0.023993744,0.001278094,0.001217475,0.000794069,0.000278893,0.000272566,0.001263979,0.157060792,0.122396544,0.13570036,0.046320722,0.035763581,0.137240842,0.031672131,0.001142696,0.000792609,0.001528846
"2-hydroxyisocaproic acid","Lipids",0.01448594,0.001609549,0.001507439,0.001478035,0.005455235,0.003755263,0.001248078,0.005102915,0.005985342,0.00652678,0.003444998,0.009408855,0.125688734,0.129465977,0.121792439,0.014354441,0.006544051,0.020893067,0.013225791,0.023334985,0.015946822,0.025389843,0.01794879,0.170233444,0.020783233,0.066994315,0.092687384,0.074708257
"2-hydroxyquinoline","Other",0.02286571,0.026149039,0.0324585575,0.0313794825,0.014241475,0.016144505,0.0285713475,0.0226404865,0.057344831,0.045567625,0.018430261,0.018932577,0.0533607055,0.070345062,0.0289804775,0.0402428435,0.093920548,0.0459156365,0.017523123,0.0166114975,0.0113084185,0.0120432945,0.019093228,0.025132157,0.0129551775,0.0822945015,0.037397498,0.0981499355
"2-isopropylmalic acid","Lipids",0.0021308035,0.010014933,0.010717715,0.008666725,0.000763963,0.0006238785,0.010235939,0.021735314,0.046332121,0.046076415,0.000560933,0.0019595655,0.019627287,0.04553608,0.021859807,0.020505734,0.1280898355,0.0238347325,0.058001503,0.1070992425,0.0778121695,0.018038131,0.062269629,0.018652002,0.000701968,0.085275539,0.062884266,0.089993766
"2-methyl-3-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypyran-4-one","Other",0.052659058,0.192257802,0.196061439,0.217779649,0.001401805,0.002018306,0.217631598,0.010192963,0.011128584,0.008298352,0.003692671,0.053752903,6.74466915846626e-08,7.35261725000845e-08,5.90355966187228e-08,8.69490894537223e-08,5.95423402194751e-08,5.84041381985403e-08,8.32495082711994e-08,0.000893944,6.90128232900146e-08,7.47176691330566e-08,7.34313083108411e-08,6.02895430415305e-08,0.032229944,5.88649139578826e-08,7.4748086619922e-08,8.22335817554911e-08
"3'-o-methylguanosine","Nucleosides",0.000308848,0.00093301,0.000803939,0.000405523,0.013071999,0.000140083,0.000810085,0.030909436,0.029433061,0.030428046,0.000155832,7.95494568908761e-08,0.03926203,0.071425424,0.030381309,0.076015119,0.079988142,0.070854017,0.058619633,0.050980066,0.046704021,0.077524017,0.080561917,0.027992476,0.001606534,0.060405368,0.047867003,0.072412982
"3',5'-dimethoxy-4'-hydroxyacetophenone","Other",0.013180322,0.000987044,0.00053015,0.00228829,0.000867439,0.000602885,0.000569729,0.002614817,0.003020501,0.001484212,0.000994856,0.014217708,0.008839827,0.024830778,0.007782652,0.110191536,0.175564387,0.179556136,0.015972897,0.022678758,0.004352473,0.151256468,0.113551063,0.098067174,0.010836483,0.002549025,0.012844769,0.019767619
"3-(5,7-dimethoxy-4-oxochromen-2-yl)propanoic acid","Other",6.54021614431635e-06,0.020176147,0.004164062,0.01513326,5.08449216985733e-06,0.023525801,6.36687794564138e-06,6.74333061359933e-06,6.7634204868257e-06,6.32737894306829e-06,6.23974147788294e-06,0.280699206,6.10823641393386e-06,5.20417048179631e-06,4.90907044182522e-06,4.92964062728763e-06,4.65910815445774e-06,6.06302916378359e-06,6.47218322781407e-06,0.050525489,4.76849943572635e-06,5.70854389607834e-06,5.34419459731429e-06,4.94735010368359e-06,0.605657102,4.86784228012603e-06,6.0493212722144e-06,4.83589809867331e-06
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-dihydroxy-3-[(2s,3s,4r,5s,6r)-3-hydroxy-4-methoxy-6-methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2h-furan-5-one","Other",0.131865577,0.00768663,0.010981375,0.005160452,0.250240402,0.179391569,0.008156107,1.73692506227069e-07,2.06040022003929e-07,2.27233126242072e-07,0.154942267,0.125268478,2.3143521330167e-07,2.24120049680007e-07,1.72215732259378e-07,0.003449917,1.76620568012198e-07,2.17302471917697e-07,0.003858214,2.24497597053559e-07,1.96700674762401e-07,0.002963797,0.003457525,1.81397397091436e-07,0.102466786,0.003625218,0.003544383,0.002939071
"3-[(2s,3r,4s,5r,6r)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","Other",4.96884109108166e-07,5.34756974097094e-07,4.90022635603953e-07,6.45579732699982e-07,0.012614607,0.014552154,6.26080512376225e-07,0.323724945,0.348358136,0.265580788,4.86982695423499e-07,6.78304160356649e-07,6.01100617103296e-07,6.03507633384814e-07,0.015901618,5.45272971311182e-07,5.28320205371851e-07,0.006044324,0.006351679,0.006860822,5.90549610883661e-07,4.89640901142317e-07,6.65128479320703e-07,6.07502647162376e-07,4.90762924783243e-07,6.44516995916729e-07,6.50990686989198e-07,5.5068505155228e-07
"3-[(2s,3r,4s,5s,6r)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","Other",1.47723630364889e-07,0.000843266145741635,0.00110148719096607,0.000169901909390579,1.3297909906216e-07,0.000762642079791492,0.000609751928429972,0.3731423715,0.381363089,0.2394403355,0.000251932180482866,1.34338558083387e-07,0.000118794853790674,0.00075086751149502,0.0008633805,1.31708707232873e-07,0.00012155188199645,0.000161426504047011,1.38854780617869e-07,0.000195642712644306,1.55572736527135e-07,1.42357687544302e-07,1.36294265165411e-07,1.19382360416483e-07,1.37948369413289e-07,1.47120224306038e-07,0.000101899457557304,1.35825800856506e-07
"3-hydroxyanthranilic acid","Other",0.000679626,1.49231832304223e-07,0.000108041,0.000990501,0.000357566,0.001495851,0.001474785,0.022751131,0.030513027,0.022916395,0.000438679,0.00041251,0.002945662,0.017880713,0.003317018,0.125617457,0.116325832,0.142901393,0.002897125,0.002845982,0.003239272,0.128298391,0.270090383,0.087123303,0.000102177,0.00536708,0.004028025,0.004881928
"3-hydroxypyridine","Other",0.014235491,0.015266618,0.015792336,0.015704378,0.007823193,0.005870623,0.013703755,0.153904209,0.134165158,0.323910883,0.003352063,0.007137512,0.014936073,0.01838202,0.004217452,0.028225513,0.011848856,0.012306385,0.012032332,0.014325382,0.013488105,0.015684682,0.009703659,0.027366167,0.013790196,0.027119126,0.025074439,0.040633392
"3-hydroxytyramine","Other",0.002476262,0.006018884,0.003596661,0.015189874,0.008795608,0.004581901,0.006293403,0.030382456,0.028840281,0.037516297,0.004329352,0.003267117,0.04243045,0.128156769,0.014768098,0.022649817,0.041680953,0.096353908,0.041361786,0.056389495,0.039361135,0.03705043,0.031720627,0.030873988,7.26174497335554e-08,0.063732452,0.068982375,0.13319955
"3-phenyllactic acid","Other",0.011024467,0.000257114,0.000101697,0.000217064,0.005816711,0.003315473,0.000564385,0.001672332,0.001718661,0.003202767,0.00311035,1.81149949807402e-05,0.03678208,0.052033161,0.041696357,0.095985809,0.021499341,0.192575135,0.005744108,0.012816558,0.006145285,0.045218411,0.020229283,0.325223746,0.012132399,0.034514216,0.023988088,0.042396886
"3,5-dihydroxydecanoic acid","Other",0.000988434,0.000549937,0.000453017,0.001947103,9.72825499063111e-05,0.000879536,0.012542915,0.05493306,0.046271646,0.019322202,0.000692231,0.000327421,0.017306856,0.045852025,0.001111852,0.015290784,0.009601933,0.038862201,0.111636082,0.054243733,0.31365818,0.01559824,0.03163026,0.010988572,0.00029693,0.096891968,0.001695185,0.096330415
"4-[(e)-3-[(2r,3r,4s,5s,6r)-3-[(2s,3r,4r)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one","Other",5.06431407455602e-06,3.9566150830922e-06,4.17808293341393e-06,4.43260186748216e-06,4.85765135171582e-06,5.3184336496742e-06,3.91667081018486e-06,5.1103278688713e-06,4.32087299154595e-06,3.92218444493523e-06,3.67792990042769e-06,3.99472832238396e-06,5.01922839230347e-06,5.40119820511736e-06,4.58415594700267e-06,5.3515046901809e-06,4.72645442465328e-06,4.22727313290893e-06,5.39835613767814e-06,3.65620021901182e-06,3.68324683768287e-06,0.999879905,4.36637201254059e-06,3.82721495606579e-06,4.60006552271786e-06,4.41641933242485e-06,3.85213237522543e-06,4.23427086524414e-06
"4-[[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2h-imidazo[1,2-a]indol-4-yl]methyl]-1-methyl-2,4-dihydro-1h-pyrazino[2,1-b]quinazoline-3,6-dione","Other",0.132400968,0.006847518,0.006183639,6.4448125651878e-07,4.84113932994715e-07,6.30549005186662e-07,0.019453543,5.3315267160651e-07,5.67347264317389e-07,5.87873403717112e-07,6.41918415640526e-07,5.95101216637558e-07,0.092914069,0.107361374,0.193191579,0.117231658,0.124482452,0.141461819,4.82037775599509e-07,6.04918288387763e-07,4.85402331244589e-07,5.06634965276527e-07,5.69053521735073e-07,6.97519487203853e-07,5.75174636421944e-07,6.68188371513895e-07,0.058461508,5.99263357296216e-07
"4-acetamidobutyric acid","Organic acids",0.001332444,0.003265701,0.002891398,0.002364354,0.001659904,0.001612718,0.002732095,0.009519759,0.010756281,0.007487747,0.00167174,0.000778195,0.053676216,0.118937146,0.043187967,0.073199192,0.036537983,0.099902933,0.076965646,0.059901763,0.057984961,0.013742009,0.00916209,0.020216676,0.001382788,0.069023181,0.086179722,0.133927389
"4-aminobenzoic acid","Vitamins",0.134632798,0.078925105,0.075580894,0.080559405,0.004639704,0.004382894,0.075125366,0.04593123,0.0436532,0.043526738,0.002998817,0.122689351,0.010776844,0.018400789,0.011326549,0.003681034,0.003899887,0.005078888,0.011837324,0.019904536,0.01913831,0.003992031,0.003503711,0.005203393,0.117175372,0.020168909,0.008600462,0.024666461
"4-guanidinobutyric acid","Organic acids",0.007733445,0.02085713,0.019036597,0.034717366,0.032062161,0.033403667,0.021884603,0.16034598,0.125883005,0.219983689,0.026600532,0.007701684,0.023367136,0.019198063,0.019959694,0.004206174,0.006526046,0.005930857,0.027542505,0.012964363,0.013019116,0.004837102,0.005932809,0.00462755,0.007609935,0.05932278,0.026863409,0.047882604
"4-hydroxyphenyllactic acid","Other",0.026744678,0.001833625,0.004219101,0.000890171,0.005460813,0.003777258,0.00167823,0.003710971,0.004247862,0.006473851,0.003747266,0.010186379,0.06915426,0.11280769,0.077125444,0.028401681,0.011692841,0.064568295,0.008768879,0.015855508,0.109539903,0.034506061,0.009677922,0.230501919,0.020652795,0.044062202,0.036672065,0.053042332
"4-methyl-5-thiazoleethanol","Other",3.76489216700983e-05,0.014356519,0.016494179,0.015969226,0.002033963,0.001602761,0.01589127,0.108921285,0.122042105,0.108059493,0.001306619,0.000704838,0.050120894,0.039352954,0.056005268,0.050541879,0.03462284,0.034406427,0.009257184,0.007990266,0.00703452,0.009318725,0.009717781,0.01714478,0.000734588,0.09913639,0.055704055,0.111491543
"4-o-methylphloracetophenone","Other",0.000381473,0.000120364,2.11435827344031e-07,0.000863279,0.000366362,2.14067438258144e-07,9.98051265969082e-05,0.000753986,0.00162113,0.001650123,0.000467573,0.000260583,0.099630995,0.049144712,0.130652818,0.150404042,0.204999906,0.129203711,0.032787741,0.014346636,0.009135332,0.066441046,0.041629983,0.059568901,0.000436472,0.001538721,0.002785406,0.000708476
"4-pyridoxic acid","Vitamins",0.044451202,0.060316922,0.065050796,0.053860686,0.021174001,0.019787721,0.051047033,0.101405819,0.106672605,0.110337223,0.011719359,0.031548403,0.016102614,0.01287813,0.023682479,0.017861949,0.000961084,0.01805025,0.025761755,0.023087354,0.016791432,0.01340177,0.011279339,0.013963528,0.021063538,0.016314897,0.029506273,0.061921837
"5'-s-methylthioadenosine","Nucleosides",0.0002813835,0.0002909685,0.000524111,0.000380107018847113,3.37989673132683e-05,0.000270156428025579,0.000504531,0.000319699,0.000327474827287015,0.0008747645,0.000216965295884337,0.0005712275,0.00396293,0.0189099445,0.0099743735,0.2074811165,0.3120287835,0.278782251,0.0354017785,0.006703771,0.0016419345,0.002175069,0.0018367785,0.021276989,0.000142575915826947,0.039110978,0.019769465,0.0362060725
"5-aminosalicylic??Acid","Other",9.2422341960809e-08,0.024846394,0.027127896,0.021993642,0.002429679,0.000100289,0.030147888,0.011714821,0.012944441,0.022328491,0.000733517,0.00410208,0.091267892,0.12669204,0.076547814,0.004313156,0.008687185,0.016538999,0.018300361,0.021855135,0.024577023,0.012777754,0.00499372,0.024975968,0.001468324,0.138446553,0.09104558,0.179043265
"5-hydroxy-2,2-dimethyl-10-(2-methylbut-3-en-2-yl)pyrano[3,2-g]chromen-8-one","Other",0.009193189,0.029378613,0.024140746,0.01192013,0.040915398,0.04544203,0.015288666,0.033789178,0.035529223,0.013809128,0.048738991,0.039966869,0.039817916,0.039276268,0.03341357,0.038973847,0.038525698,0.024689165,0.051707095,0.041654361,0.044095003,0.057392789,0.039626405,0.058426112,0.034019701,0.031576158,0.042237923,0.036455828
"5-hydroxy-3-[(2s,3r,4r,5s)-3-hydroxy-5-(hydroxymethyl)-4-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one","Other",1.95384483716802e-07,1.73101542454581e-07,1.92384768876062e-07,1.39830622401553e-07,1.34243976305637e-07,1.84685576864178e-07,1.50962767203983e-07,0.336781324,0.395776927,0.267437802,1.46705370471858e-07,1.60512201135957e-07,1.39823011904988e-07,1.78306303046084e-07,1.61344904248541e-07,1.77634694008614e-07,1.31711063698133e-07,1.55147242827302e-07,1.76051825788263e-07,1.33781528546671e-07,1.77736688388618e-07,1.59504144945996e-07,1.65718017525732e-07,1.30267967112788e-07,1.37550202792669e-07,1.4545863126117e-07,1.53498516643948e-07,1.45447828254059e-07
