Metabolite,Hyd,avg,Category
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HyPep.4601N_1,0.250240402,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HY.YEST.503_2,2.24E-07,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HY.YEST.503_3,1.97E-07,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HY.YEST.555_1,0.002963797,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HY.YEST.555_2,0.003457525,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HY.YEST.555_3,1.81E-07,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HyPea.7404_1,0.102466786,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HyPea.7404_2,0.125268478,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HyPep.4601N_2,0.179391569,Other
"3-[(1r,3r,5r,8r,10s,13r,14s,17r)-1,14-Dihydroxy-3-[(2s,3s,4r,5s,6r)-3-Hydroxy-4-Methoxy-6-Methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-10,13-Dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-Tetradecahydrocyclopenta[A]Phenanthren-17-Yl]-2h-Furan-5-One",HyPep.4601N_3,0.154942267,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_1,6.01E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_2,6.04E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_2,5.28E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_3,0.006044324,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_3,0.015901618,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_1,5.45E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_2,0.006860822,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_3,5.91E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_1,4.90E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_2,6.65E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_3,6.08E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_1,4.91E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_2,6.78E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_3,4.97E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_1,5.35E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_2,4.90E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_3,6.26E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_4,6.46E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_1,0.006351679,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_2,0.014552154,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_3,4.87E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_1,0.323724945,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_2,0.348358136,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_3,0.265580788,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_1,5.51E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_2,6.45E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_3,6.51E-07,Other
"3-[(2s,3r,4s,5r,6r)-3,5-Dihydroxy-6-(Hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_1,0.012614607,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_1,0.000843266,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_2,0.001101487,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_3,0.000609752,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_3,1.48E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_1,1.39E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_2,0.000195643,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.503_3,1.56E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_1,1.42E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_2,1.36E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.555_3,1.19E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_1,1.38E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPea.7404_2,1.34E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_1,0.000118795,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_2,0.000750868,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.412_3,0.000863381,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_1,1.32E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_2,0.000121552,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HY.YEST.466_3,0.000161427,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.1510_4,0.000169902,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_1,1.33E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_2,0.000762642,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.4601N_3,0.000251932,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_1,0.373142372,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_2,0.381363089,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.7504_3,0.239440336,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_1,1.36E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_2,1.47E-07,Other
"3-[(2s,3r,4s,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2s,3r,4s,5r)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One",HyPep.YE_3,0.000101899,Other
3-Hydroxyanthranilic Acid,HY.YEST.412_1,0.002945662,Other
3-Hydroxyanthranilic Acid,HY.YEST.412_2,0.017880713,Other
3-Hydroxyanthranilic Acid,HY.YEST.412_3,0.003317018,Other
3-Hydroxyanthranilic Acid,HyPep.1510_4,0.000990501,Other
3-Hydroxyanthranilic Acid,HyPep.4601N_1,0.000357566,Other
3-Hydroxyanthranilic Acid,HyPep.4601N_2,0.001495851,Other
3-Hydroxyanthranilic Acid,HyPep.4601N_3,0.000438679,Other
3-Hydroxyanthranilic Acid,HyPep.7504_1,0.022751131,Other
3-Hydroxyanthranilic Acid,HyPep.7504_2,0.030513027,Other
3-Hydroxyanthranilic Acid,HyPep.7504_3,0.022916395,Other
3-Hydroxyanthranilic Acid,HyPep.YE_1,0.004881928,Other
3-Hydroxyanthranilic Acid,HyPep.YE_2,0.00536708,Other
3-Hydroxyanthranilic Acid,HyPep.YE_3,0.004028025,Other
3-Hydroxyanthranilic Acid,HyPea.7404_2,0.00041251,Other
3-Hydroxyanthranilic Acid,HyPea.7404_3,0.000679626,Other
3-Hydroxyanthranilic Acid,HyPep.1510_1,1.49E-07,Other
3-Hydroxyanthranilic Acid,HY.YEST.466_1,0.125617457,Other
3-Hydroxyanthranilic Acid,HY.YEST.466_2,0.116325832,Other
3-Hydroxyanthranilic Acid,HY.YEST.466_3,0.142901393,Other
3-Hydroxyanthranilic Acid,HY.YEST.503_1,0.002897125,Other
3-Hydroxyanthranilic Acid,HY.YEST.503_2,0.002845982,Other
3-Hydroxyanthranilic Acid,HY.YEST.503_3,0.003239272,Other
3-Hydroxyanthranilic Acid,HY.YEST.555_1,0.128298391,Other
3-Hydroxyanthranilic Acid,HY.YEST.555_2,0.270090383,Other
3-Hydroxyanthranilic Acid,HY.YEST.555_3,0.087123303,Other
3-Hydroxyanthranilic Acid,HyPea.7404_1,0.000102177,Other
3-Hydroxyanthranilic Acid,HyPep.1510_3,0.001474785,Other
3-Hydroxyanthranilic Acid,HyPep.1510_2,0.000108041,Other
3-Hydroxypyridine,HY.YEST.412_2,0.01838202,Other
3-Hydroxypyridine,HY.YEST.412_3,0.004217452,Other
3-Hydroxypyridine,HY.YEST.412_1,0.014936073,Other
3-Hydroxypyridine,HY.YEST.466_2,0.011848856,Other
3-Hydroxypyridine,HY.YEST.466_3,0.012306385,Other
3-Hydroxypyridine,HY.YEST.503_1,0.012032332,Other
3-Hydroxypyridine,HY.YEST.503_2,0.014325382,Other
3-Hydroxypyridine,HY.YEST.503_3,0.013488105,Other
3-Hydroxypyridine,HY.YEST.555_1,0.015684682,Other
3-Hydroxypyridine,HY.YEST.555_2,0.009703659,Other
3-Hydroxypyridine,HY.YEST.555_3,0.027366167,Other
3-Hydroxypyridine,HyPea.7404_1,0.013790196,Other
3-Hydroxypyridine,HyPea.7404_2,0.007137512,Other
3-Hydroxypyridine,HyPea.7404_3,0.014235491,Other
3-Hydroxypyridine,HyPep.1510_1,0.015266618,Other
3-Hydroxypyridine,HY.YEST.466_1,0.028225513,Other
3-Hydroxypyridine,HyPep.1510_3,0.013703755,Other
3-Hydroxypyridine,HyPep.1510_4,0.015704378,Other
3-Hydroxypyridine,HyPep.4601N_1,0.007823193,Other
3-Hydroxypyridine,HyPep.4601N_2,0.005870623,Other
3-Hydroxypyridine,HyPep.4601N_3,0.003352063,Other
3-Hydroxypyridine,HyPep.7504_1,0.153904209,Other
3-Hydroxypyridine,HyPep.7504_2,0.134165158,Other
3-Hydroxypyridine,HyPep.7504_3,0.323910883,Other
3-Hydroxypyridine,HyPep.YE_1,0.040633392,Other
3-Hydroxypyridine,HyPep.YE_2,0.027119126,Other
3-Hydroxypyridine,HyPep.YE_3,0.025074439,Other
3-Hydroxypyridine,HyPep.1510_2,0.015792336,Other
3-Hydroxytyramine,HyPea.7404_3,0.002476262,Other
