,Metabolite.name,Adduct.type,Average.Rt.min.,HyPea-7404_1,HyPep-4601N_3,HyPep-7504_1,HyPep-7504_2,HyPep-7504_3,HyPep-YE_1,HyPep-YE_2,HyPep-YE_3,HY-YEST-412_1,HY-YEST-412_2,HY-YEST-412_3,HyPea-7404_2,HY-YEST-466_1,HY-YEST-466_2,HY-YEST-466_3,HY-YEST-503_1,HY-YEST-503_2,HY-YEST-503_3,HY-YEST-555_1,HY-YEST-555_2,HY-YEST-555_3,HyPea-7404_3,HyPep-1510_1,HyPep-1510_2,HyPep-1510_3,HyPep-1510_4,HyPep-4601N_1,HyPep-4601N_2
1,Glyceraldehyde,[M-H]-,1.927,0.048555254,0.024470643,0.004992251,0.005454398,0.008997413,0.100025322,0.052552873,0.067108033,0.138893994,0.122008784,0.120784171,0.031917202,0.010313145,0.00876248,0.026352497,0.000830804,0.009517961,0.003452506,0.036713775,0.027864852,0.0703819,0.052070669,0.001639448,0.001122615,0.001146592,0.000958365,0.013721042,0.009391012
2,"N,N-Dimethylglycine",[M-H]-,1.697,0.003641869,0.005616812,0.002760778,0.002590103,0.002136505,0.041920223,0.053009698,0.050547811,0.056245933,0.06728912,0.060191248,0.002330813,0.104969437,0.096419333,0.180370113,0.028427675,0.042277906,0.026231471,0.056260976,0.053351708,0.04467969,0.002789617,0.001109368,0.00106937,0.001285115,0.001645958,0.005563026,0.005268324
3,"N,N-Dimethylglycine",[M-H]-,2.619,0.004587538,0.001243816,0.029555169,0.005335401,0.042606287,0.088951927,0.063769044,0.043568091,0.015932814,0.113943828,0.04214539,0.004969432,0.025873864,0.026601285,0.044084304,0.099372021,0.16203441,0.096222198,0.028069026,0.025640573,0.018854084,0.005139608,0.002236485,0.003456068,0.001695274,0.003652262,0.00042012,3.97E-05
4,Serine,[M-H]-,6.648,0.00321021,0.018912221,0.010524436,0.005879806,0.010496417,0.102831626,0.116143779,0.05955488,0.061076561,0.058135033,0.070182007,0.003927601,0.047049815,0.067895697,0.07671527,0.010167997,0.007133028,0.007552995,0.001803673,0.000125882,0.015787195,0.002713857,0.062292244,0.059073823,0.044660317,0.028816814,0.022779272,0.024557544
5,Serine,[M-H]-,2.342,0.004250232,0.042444754,0.012537322,0.010475441,0.014805553,0.066462685,0.054015487,0.032755718,0.06551499,0.062313974,0.089659113,0.005851885,0.053834834,0.090368272,0.092013002,0.015751282,0.015920943,0.016690101,0.006952382,0.007238361,0.019845983,0.004936267,0.029693341,0.022493493,0.023526656,0.022083239,0.067614034,0.049950656
6,Serine,[M-H]-,1.682,0.006016756,0.058210364,0.010654169,0.010448789,0.002935855,0.092113556,0.096999606,0.081117559,0.054781598,0.057605498,0.060143225,0.006191852,0.045033841,0.065748863,0.07864698,0.012099806,0.012188691,0.012275565,0.005272212,0.004960017,0.017451405,0.002122089,0.022480505,0.020025967,0.018831115,0.018977413,0.064030514,0.062636189
7,Catechol,[M-H]-,9.325,5.31E-07,0.00297227,0.265793933,0.378488564,0.262799258,0.005207935,0.004123882,0.004157662,0.003899833,0.002737535,0.003371767,0.000193027,0.00350137,0.003651656,0.005042139,0.006801441,0.012638438,0.002240836,0.004211434,0.018608484,0.006127915,0.000572532,3.93E-07,0.000387088,0.001933371,3.64E-07,3.48E-07,0.000535994
8,Catechol; LC-ESI-QTOF; MS2; CE,[M-H]-,5.705,0.005749595,0.002702556,0.03135151,0.024932179,0.111486318,0.0429303,0.065990952,0.045034911,0.070044975,0.07780054,0.093910567,0.005019685,0.033814317,0.032725449,0.037625544,0.043835785,0.030182662,0.061668996,0.039706352,0.029032477,0.050842016,0.010243127,0.012608435,0.019181631,0.012484847,0.001839155,0.003732771,0.003522348
9,Histamine,[M-H]-,1.663,0.004773334,0.097614183,0.011127004,0.011522227,0.011502539,0.037196937,0.060325571,0.039636238,0.041720698,0.062912591,0.065777822,0.002971784,0.066546511,0.063681448,0.067380642,0.008598602,0.015726274,0.011457568,0.015325737,0.00989021,0.018575956,0.002269375,0.012804774,0.012660467,0.013050265,0.01491323,0.106085369,0.113952645
10,Succinic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,2.384,0.015103733,0.007808713,0.005080525,0.004576627,0.005851664,0.050789462,0.03784602,0.039935353,0.046023056,0.035313297,0.028660304,0.010346599,0.107778076,0.108023201,0.131801872,0.02339252,0.028731938,0.025869346,0.084227291,0.079504084,0.082744497,0.016538125,0.001443302,0.001271595,0.001284712,0.001233297,0.01037535,0.00844544
11,Threonine; LC-ESI-ITFT; MS2; CE 90.0 Ev; [M-H]-,[M-H]-,1.726,0.001085114,0.04428626,0.004253668,0.004049674,0.003984659,0.079776685,0.081961653,0.062326653,0.068057996,0.056798348,0.059311743,0.000968352,0.100809005,0.10331021,0.105281264,0.008429207,0.008904304,0.007542811,0.015984806,0.016731991,0.035968536,0.000727783,0.006951815,0.006646516,0.005936587,0.00544575,0.051975805,0.052492805
12,Threonine,[M-H]-,6.653,5.31E-08,0.024913832,0.006293482,0.003858105,0.00588491,0.100248766,0.109314923,0.064005415,0.078010775,0.072336482,0.076307852,5.59E-08,0.072073611,0.073658703,0.067464457,0.016753321,0.010231803,0.010465253,0.019978443,0.017273509,0.032424178,5.15E-08,0.024004514,0.023936019,0.016294566,0.011535711,0.031821324,0.030909888
13,Threonine,[M-H]-,2.735,0.000258869,0.043173474,0.014858258,0.012644002,0.019693736,0.191917308,0.05165186,0.029659237,0.037078182,0.034388377,0.06700568,0.001236026,0.052478703,0.034386864,0.065482186,0.059668636,0.01600402,0.041960715,0.077661611,0.02113309,0.017562526,0.001336257,0.026877087,0.015041632,0.011184059,0.024228465,0.017254,0.01417514
14,Glutaric Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,2.831,0.00277407,0.001141717,0.037289988,0.040987539,0.04268715,0.047549723,0.063782091,0.025858482,0.017813937,0.03724692,0.023482215,0.002361868,0.060410774,0.095209624,0.0844983,0.043954838,0.048102221,0.032687581,0.08639086,0.071841814,0.035332999,0.002631088,0.026221029,0.024426202,0.021870808,0.019477195,0.002168102,0.001800866
15,Asparagine,[M-H]-,1.683,0.01562437,0.05097106,0.025609778,0.025493603,0.022784769,0.072608135,0.082539372,0.059123431,0.056632362,0.063059981,0.054840569,0.014972178,0.053762794,0.055037922,0.058911936,0.014582217,0.015328803,0.015218904,0.014535886,0.009728785,0.028552758,0.014325874,0.016871972,0.015360431,0.017554998,0.017602889,0.054486426,0.053877799
16,2-Hydroxyisocaproic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,3.947,0.020783233,0.003444998,0.005102915,0.005985342,0.00652678,0.074708257,0.066994315,0.092687384,0.125688734,0.129465977,0.121792439,0.009408855,0.014354441,0.006544051,0.020893067,0.013225791,0.023334985,0.015946822,0.025389843,0.01794879,0.170233444,0.01448594,0.001609549,0.001507439,0.001248078,0.001478035,0.005455235,0.003755263
17,Aspartic Acid,[M-H]-,1.65,0.001146382,0.01210864,0.005443112,0.005309231,0.005544658,0.100509013,0.07626098,0.083152702,0.080192578,0.076743089,0.08573063,0.00093533,0.110214126,0.131441987,0.106134476,0.00463083,0.012442685,0.00288328,0.005781078,0.018415072,0.02909615,0.00121546,0.007263926,0.005822081,0.005082882,0.005041423,0.010298482,0.011159717
18,D-(+)-Malic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,1.956,0.00094552,0.074286324,0.05385286,0.054607895,0.062863323,0.023762946,0.028008871,0.022755916,0.01732074,0.027061474,0.022751417,0.013806876,0.006980343,0.024631789,0.015323694,0.014451004,0.023714484,0.009193674,0.027628318,0.035638542,0.007625915,0.012282275,0.081606714,0.003237651,0.082440626,0.08044832,0.091131945,0.081640544
19,D-(+)-Malic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,1.738,0.006416288,0.090973611,0.045664132,0.040523889,0.047209347,0.024428686,0.027344324,0.025062371,0.0242108,0.043880738,0.029758245,0.008124376,0.004716501,0.01616703,0.01291638,0.011063515,0.021841431,0.005119213,0.016718946,0.018096935,0.005916195,0.004711721,0.077935606,0.082791948,0.092250154,0.078932392,0.037245365,0.099979862
20,D-(+)-Malic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,2.977,0.003052619,0.048315332,0.706430547,0.006217133,0.009898073,0.004820221,0.004963694,0.00502888,0.003592778,0.007574432,0.005368433,0.004290045,0.00080343,0.00502012,0.00194168,0.002005127,0.002819545,0.000815134,0.001605063,0.003409816,0.000441133,0.015780853,0.023953849,0.022989327,0.023243223,0.023199849,0.010872353,0.051547311
21,Adenine,[M-H]-,8.238,0.002723476,0.00364538,0.013396147,0.015219821,0.016171255,0.109189657,0.004644701,0.159593118,0.136602662,0.001788934,0.002303384,0.001259849,0.22564892,0.026502667,0.137648571,0.004128059,0.00841558,0.004793539,0.019597374,0.002639692,0.082995351,0.003301756,0.001925952,0.00205407,0.001326572,0.001830279,0.005847065,0.004806169
22,Adenine,[M-H]-,7.242,6.21E-10,8.55E-10,6.49E-10,7.85E-10,5.56E-10,0.000497967,0.402215789,0.001016679,0.000700562,0.300082712,0.291223612,7.64E-10,0.000568989,0.000919667,0.001218596,0.000357356,0.000221032,0.000151785,0.00020404,0.000218228,0.000402977,7.71E-10,8.04E-10,7.32E-10,5.54E-10,5.36E-10,7.96E-10,6.59E-10
23,Adenine,[M-H]-,11.186,8.12E-09,9.64E-09,0.003195711,0.002453993,0.002940858,0.027183557,0.027797617,0.152310625,0.120234976,0.017042094,0.017707683,0.007995603,0.084127828,0.045382166,0.046987791,0.111781965,0.059579087,0.016112989,0.009086294,0.021841673,0.215654773,0.010056403,1.04E-08,1.13E-08,0.000526248,7.55E-09,1.02E-08,8.96E-09
24,Adenine,[M-H]-,10.616,0.003536226,0.003662186,0.065654939,0.028811921,0.058146803,0.008518013,0.07691126,0.020064941,0.017542199,0.015129791,0.0199671,2.39E-09,0.023711566,0.313174779,0.273767565,0.002008605,0.001863857,0.000937166,0.001859072,0.002275903,0.010824041,2.32E-09,0.008366547,0.009103343,0.008041258,0.007958363,0.009523962,0.008638589
25,Hypoxanthine,[M-H]-,2.296,0.02194243,0.008213543,0.007143175,0.005395027,0.00459967,0.109493948,0.005255211,0.058671507,5.10E-08,0.002168966,0.034596054,0.014764957,5.71E-08,4.54E-08,0.000809647,0.115865257,0.113470966,0.125826282,0.101138318,0.117855019,0.100750311,0.027798054,0.004397013,0.00188072,4.37E-08,0.002317395,0.004987169,0.010659164
26,Hypoxanthine,[M-H]-,4.06,0.00074782,0.00036886,0.001889265,0.001870674,0.000843076,0.029770034,0.051282136,0.028360193,0.025876544,0.03635155,0.024236489,0.000276179,0.057900424,0.057946896,0.07881359,0.014365878,0.024568123,0.01973591,0.180285285,0.080384008,0.281671828,0.000553839,0.000603619,7.29E-06,1.96E-09,5.31E-06,0.000782446,0.000502723
27,Caffeic Acid; LC-ESI-QTOF; MS2; CE,[M-H-CO2]-,17.264,0.002013732,0.002306125,0.017214301,0.017994096,0.050828031,0.045532882,0.026472108,0.026317744,0.053009341,0.051853165,0.048406423,0.001917399,0.084339051,0.122453978,0.241066109,0.03600538,0.029355376,0.019667391,0.022308914,0.017405642,0.035003903,0.00247489,0.008263607,0.010751619,0.009160896,0.010466214,0.003628142,0.003783541
28,2-Hydroxyquinoline,[M-H]-,19.597,0.022850434,0.023124469,0.038932898,0.042136724,0.085213963,0.031158379,0.026609076,0.019111049,0.042909686,0.061484975,0.020910815,0.034379153,0.077028727,0.080719316,0.087788826,0.017043129,0.015674875,0.017123031,0.012447956,0.019409327,0.027128383,0.024433315,0.023389182,0.037181532,0.032087557,0.03208399,0.022095139,0.025544095
29,4-Acetamidobutyric Acid,[M-H]-,3.174,0.001382788,0.00167174,0.009519759,0.010756281,0.007487747,0.133927389,0.069023181,0.086179722,0.053676216,0.118937146,0.043187967,0.000778195,0.073199192,0.036537983,0.099902933,0.076965646,0.059901763,0.057984961,0.013742009,0.00916209,0.020216676,0.001332444,0.003265701,0.002891398,0.002732095,0.002364354,0.001659904,0.001612718
30,L-Glutamic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,1.681,0.005583093,0.008296545,0.004056045,0.004268415,0.003292372,0.054983505,0.067324662,0.066354357,0.070751609,0.080298643,0.074716721,0.003965109,0.071369676,0.075614435,0.076500762,0.036904081,0.050220625,0.032797472,0.06639873,0.064107431,0.052141234,0.004517257,0.002081695,0.001959326,0.002377361,0.002511847,0.008445721,0.008161271
31,(-)-Citramalic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,2.155,0.015696992,0.008847233,0.024092975,0.024821814,0.012512442,0.033514676,0.046898251,0.031520941,0.054445001,0.090068874,0.049214695,0.015135841,0.09814988,0.004292549,0.15340319,0.019235153,0.019901647,0.020095726,0.04218668,0.058213225,0.05686891,0.016916041,0.023712242,0.025141297,0.02230649,0.021436176,0.00199901,0.009372052
32,Guanine,[M-H]-,5.198,0.002663155,3.70E-05,0.067230024,0.032794034,0.061130579,0.018701144,0.008526291,0.032890541,0.015616345,0.000945484,0.000983467,0.00010169,0.167254175,0.182635951,0.09267744,0.043626932,0.030183715,0.028242882,0.03169355,0.072984202,0.10773411,1.21E-05,0.000940617,6.43E-05,5.39E-05,3.45E-08,7.78E-05,0.000198577
33,Guanine,[M-H]-,4.873,0.00246781,0.000453507,0.020372268,0.002605819,0.024489974,0.040577001,0.002221953,0.122138304,0.073062445,0.000792961,0.00134093,0.00111746,0.179483564,0.046950111,0.138181192,0.004487801,0.012562356,0.00384318,0.121697288,0.033763396,0.153001145,0.002805358,0.001836216,0.002448662,0.00213097,0.002552609,0.001365568,0.001250153
34,Xylitol,[M-H]-,1.777,0.006922995,0.004710648,0.028342794,0.02886347,0.021234618,0.05020877,0.045593514,0.045413835,0.06375093,0.061347059,0.060381289,0.006513443,0.04957834,0.076410634,0.089222397,0.03357972,0.038029648,0.036499096,0.050187867,0.051913578,0.05748865,0.007064999,0.018846237,0.020758024,0.017040779,0.019252905,0.00555703,0.005286732
35,5-Aminosalicylic??Acid,[M-H]-,3.086,0.001468324,0.000733517,0.011714821,0.012944441,0.022328491,0.179043265,0.138446553,0.09104558,0.091267892,0.12669204,0.076547814,0.00410208,0.004313156,0.008687185,0.016538999,0.018300361,0.021855135,0.024577023,0.012777754,0.00499372,0.024975968,9.24E-08,0.024846394,0.027127896,0.030147888,0.021993642,0.002429679,0.000100289
36,3-Hydroxyanthranilic Acid,[M-H]-,7.112,0.000102177,0.000438679,0.022751131,0.030513027,0.022916395,0.004881928,0.00536708,0.004028025,0.002945662,0.017880713,0.003317018,0.00041251,0.125617457,0.116325832,0.142901393,0.002897125,0.002845982,0.003239272,0.128298391,0.270090383,0.087123303,0.000679626,1.49E-07,0.000108041,0.001474785,0.000990501,0.000357566,0.001495851
37,Pyrocatechuic Acid,[M-H]-,9.134,0.00060496,0.00019968,0.226516445,0.320585281,0.227467031,0.012761186,0.013540624,0.000468264,0.016521864,0.015593197,0.013837647,0.000302295,0.010000251,0.002381968,0.014092172,0.017602672,0.013370585,0.009574901,0.013669736,0.012281916,0.01710865,0.002501831,0.009498922,0.011335908,0.007772691,0.009696429,0.000558902,0.000153992
38,Pyrocatechuic Acid,[M-H]-,17.318,0.001418607,0.022844122,0.002316028,0.005649546,0.015408001,0.000560302,0.000728179,0.000252754,0.002899338,0.002031914,0.00133322,1.32E-07,0.028340789,0.035139743,0.042231928,1.16E-05,1.35E-07,9.38E-08,0.014372956,0.010692518,0.018597844,5.07E-05,0.133817795,0.146995071,0.128246052,0.132579677,0.137539733,0.115941228
39,Histidine,[M-H]-,1.663,0.000948595,0.106478238,0.007310186,0.008179652,0.008133547,0.039331515,0.065112623,0.040673966,0.044975538,0.068232525,0.067997437,0.000873998,0.06567331,0.060521717,0.068015948,0.005230657,0.009551186,0.007298895,0.012142561,0.010679925,0.014897727,0.000844367,0.016079505,0.012845499,0.014123744,0.016915052,0.112161977,0.114770112
40,Dihydroorotic Acid,[M-H]-,2.081,0.000143069,0.001103812,0.001794011,0.00152153,0.001013984,0.17334284,0.088165753,0.519353039,0.032167545,0.0236517,0.072729873,0.000449045,0.007866568,0.000225376,0.000909209,0.004150148,0.0103983,0.007734572,0.009077647,0.005872833,0.005729625,0.000181362,0.005838876,0.007666567,0.00886482,0.008574207,0.001287711,0.000185976
41,Pimelic Acid,[M-H]-,8.612,0.086267422,0.008923559,0.006487893,0.061335544,0.062570261,0.011859692,0.010268529,0.010626707,0.010623821,0.009680033,0.011130926,0.065735559,0.014434762,0.088591392,0.08457986,0.009304827,0.126602383,0.008216728,0.00912415,0.075626284,0.012539393,0.080066995,0.011683057,0.009642801,0.044387766,0.052031583,0.008259733,0.009398339
42,Ala-Ala,[M-H]-,1.726,0.04183449,0.052380235,0.02714567,0.022863561,0.024983221,0.013873125,0.00901398,0.013058402,0.033396175,0.035196132,0.024845638,0.039457182,0.047658456,0.040748238,0.043862163,0.042215306,0.050039969,0.043159137,0.076948859,0.071188326,0.043729491,0.038432054,0.015593426,0.017096332,0.013971266,0.01125267,0.050512852,0.055543645
43,Ala-Ala,[M-H]-,2.821,0.04334126,0.032525961,0.045206944,0.037354337,0.046732645,0.025210156,0.017805688,0.013923723,0.017917647,0.02740837,0.018954075,0.046269993,0.019138815,0.013522263,0.015348591,0.055036529,0.043778427,0.049151708,0.095359512,0.126005446,0.070102129,0.014081819,0.036444946,0.010605228,0.00763008,0.028368831,0.033804029,0.008970847
44,Ala-Ala,[M-H]-,2.211,0.032096944,0.025956498,0.028483917,0.027885028,0.037356842,0.009580836,0.006531352,0.006450672,0.030150269,0.032810684,0.023888917,0.035246207,0.00899226,0.007982552,0.007614013,0.147534581,0.108387187,0.135658569,0.070771848,0.033940521,0.017644625,0.033826588,0.025071838,0.018384554,0.021227306,0.016984015,0.027039872,0.022501507
45,Indole-3-Carboxylic Acid; LC-ESI-QTOF; MS2; CE,[M-H]-,19.187,0.079002338,0.019422262,0.044173606,0.041499332,0.020540897,0.024310128,0.013387987,0.009486596,0.037088199,0.039374075,0.018255021,0.095399039,0.09137118,0.099314431,0.085932136,0.018238857,0.01248017,0.007906142,0.007745751,0.011579753,0.030232961,0.085211802,0.015026382,0.017687223,0.016494597,0.01579259,0.020063141,0.022983407
46,Meglutol,[M-H]-,2.414,0.005725827,0.031822434,0.009858225,0.008936277,0.00882813,0.038868896,0.024519886,0.029502936,0.03619583,0.030396322,0.025130875,0.006778422,0.068652541,0.056399771,0.05874941,0.022491642,0.027950239,0.020706284,0.055517175,0.053087659,0.037308233,0.00756955,0.072215724,0.070483974,0.060950421,0.056437782,0.03650577,0.038409767
47,Trans-4-Coumaric Acid,[M-H]-,18.765,0.000237537,0.001914673,0.101227898,0.09840568,0.075744752,0.002094627,0.000844162,0.001040575,0.000610249,0.004775982,0.001105414,0.000164976,0.002428699,0.003632567,0.003367095,0.021752679,0.023068769,0.000838798,0.003196702,0.002943522,0.001296567,0.000264309,0.167981214,0.196901313,0.158279898,0.120734034,0.002477806,0.002669504
48,Trans-4-Coumaric Acid,[M-H]-,15.805,6.44E-05,9.38E-08,0.343912549,0.315029649,0.302856486,0.000928143,0.001225972,0.000948972,0.001137281,0.003173852,0.001213594,9.93E-08,0.001057638,0.00129153,0.004083557,0.000554428,0.000726688,1.23E-07,1.33E-07,0.001967087,0.000890328,0.000207345,0.007405684,0.004552281,0.004185821,0.002148737,4.02E-05,0.000397361
49,Trans-4-Coumaric Acid,[M-H]-,2.738,0.003284318,0.051062698,0.013809963,0.011841369,0.013976652,0.070078755,0.085933214,0.070585996,0.052817712,0.040054922,0.0463181,0.002543343,0.053104846,0.060266961,0.075517937,0.00562155,0.01210258,0.00721753,0.018166064,0.013251005,0.069709636,0.002530584,0.023930026,0.025046777,0.024632893,0.024731834,0.058743703,0.063119034
50,Phenylalanine,[M-H]-,9.768,0.014139298,0.020633312,0.007524855,0.019201447,0.007786744,0.081179085,0.07383325,0.050196077,0.083761261,0.097851007,0.076803905,0.003307111,0.075765796,0.085141028,0.091925821,0.020391126,0.016328493,0.007426674,0.013114102,0.013294007,0.035696636,0.008075714,0.015440772,0.01268345,0.009535731,0.01020451,0.024742581,0.024016207
51,Phenylalanine,[M-H]-,28.248,6.65E-08,0.016448642,0.003941877,7.59E-08,7.08E-08,0.03327586,0.053056031,0.063907652,0.074368888,0.092434208,0.090648267,8.95E-08,0.105492403,0.104664284,0.119540374,0.067653668,0.039940928,0.027576586,0.024351143,0.020793989,0.030856564,7.86E-08,7.64E-08,8.67E-08,7.78E-08,9.25E-08,0.009654358,0.021393563
52,Phenylalanine,[M-H]-,3.113,0.00219861,0.036306584,0.010057885,0.008576829,0.008870337,0.067828181,0.068903394,0.057835662,0.080025661,0.084317626,0.072823007,0.001771809,0.08375019,0.087504739,0.092860468,0.002949379,0.007513298,0.002995727,0.012971753,0.009629147,0.04251167,0.002061121,0.018865261,0.018774379,0.017453996,0.015309327,0.043559506,0.041774453
53,Phenylalanine,[M-H]-,7.215,0.000995701,0.010602523,0.005001556,0.003053454,0.00510973,0.073534491,0.028717436,0.044463597,0.042419814,0.058705091,0.036837585,0.000847139,0.09554206,0.071210123,0.088249875,0.017366949,0.013225354,0.012230195,0.106869569,0.128374279,0.09145632,0.000869065,0.009677253,0.007121846,0.007612946,0.010696409,0.016352595,0.012857045
54,Phenylalanine,[M-H]-,10.617,0.009701947,0.014732282,0.019306046,0.007960864,0.015011793,0.068585226,0.133396096,0.05618556,0.079930137,0.066712662,0.068238216,0.014978623,0.078352392,0.073972701,0.077538719,0.022032721,0.017410247,0.011520504,0.01340629,0.016816973,0.039297453,0.01341062,0.00849464,0.00895473,0.008344021,0.006614846,0.023968031,0.02512566
55,Phenylalanine,[M-H]-,18.187,9.16E-08,0.010691475,0.023715048,0.003754887,0.022742718,0.050767604,0.055713562,0.04090563,0.099854326,0.101266172,0.109481361,0.005729657,0.072454534,0.07861972,0.085511864,0.034254363,0.03850008,0.041130816,0.015227516,0.009004485,0.023194618,1.02E-07,0.013155208,0.015711646,0.013714993,0.009375555,0.009717024,0.015804943
56,Phenylalanine,[M-H]-,5.339,0.004268717,0.019803369,0.01201908,0.010907403,0.012828246,0.077621239,0.119998304,0.056389668,0.057667057,0.079150128,0.076661348,0.004298014,0.049908901,0.107893253,0.113534761,0.015782121,0.007358849,0.005026821,0.010572194,0.007476389,0.03560761,0.003954436,0.016122305,0.01125129,0.015742891,0.016439405,0.02604295,0.025673249
57,Phenylalanine,[M-H]-,14.764,0.005716848,0.018261098,0.006488982,0.009224926,0.015677845,0.070751315,0.055623494,0.049087383,0.072171233,0.082345026,0.089694588,0.020251339,0.082755095,0.080631588,0.094207738,0.038153477,0.029115554,0.021552081,0.014044653,0.012115632,0.036103529,0.017380297,0.007401388,0.015020269,0.009821998,0.002457629,0.020354115,0.023590884
58,Phenylalanine,[M-H]-,11.991,0.016723635,0.015070511,0.006366504,0.028611234,0.016052292,0.050412766,0.054148656,0.045987157,0.113536708,0.072125929,0.074314757,0.018959055,0.071358732,0.084321401,0.075277011,0.035799641,0.026952718,0.021776874,0.020184476,0.017955077,0.033515902,0.017854093,0.012801116,0.01488964,0.009943039,0.005246988,0.01800104,0.021813048
59,3-Phenyllactic Acid,[M-H]-,6.823,0.012132399,0.00311035,0.001672332,0.001718661,0.003202767,0.042396886,0.034514216,0.023988088,0.03678208,0.052033161,0.041696357,1.81E-05,0.095985809,0.021499341,0.192575135,0.005744108,0.012816558,0.006145285,0.045218411,0.020229283,0.325223746,0.011024467,0.000257114,0.000101697,0.000564385,0.000217064,0.005816711,0.003315473
60,Vanillic Acid,[M-H]-,15.007,0.000166249,0.003118961,0.008552074,0.007746918,0.011055108,0.026613188,0.013503548,0.010100997,0.013646494,0.021623375,0.01386522,3.11E-08,0.010837834,0.008411983,0.011699357,0.043288197,0.073632772,0.024503209,0.012178969,0.010641444,0.024462568,0.000427941,0.170269959,0.176807589,0.149689162,0.143859539,0.005038767,0.004258548
61,Vanillic Acid,[M-H]-,10.456,9.23E-07,8.83E-07,0.077112235,0.009761702,0.079724959,0.002599874,0.003990441,0.000979349,8.08E-07,0.003843674,0.00285418,0.001245153,7.72E-07,0.002495717,0.000925241,0.000656732,0.001375688,0.007321445,0.005323519,7.69E-07,0.003111868,7.08E-07,0.151358792,0.150514712,0.366462516,0.121124097,0.007212554,6.91E-07
62,Pyridoxine,[M-H]-,2.567,0.001120059,0.014820566,0.021860447,0.023384195,0.023616965,0.116633199,0.096579907,0.09256958,0.084121628,0.052623882,0.068880021,0.001996252,0.061991228,0.03814409,0.049159006,0.016229463,0.033835717,0.02047504,0.019120913,0.028833519,0.024656286,0.001759115,0.016722388,0.020139695,0.014032429,0.016438508,0.018120544,0.022135357
63,Rac-Glycerol 3-Phosphoate; LC-ESI-QTOF; MS2; CE,[M-H]-,1.66,0.057446419,0.016289819,0.012102216,0.009159246,0.009175271,0.061076044,0.039414707,0.028459645,0.019645528,0.016538006,0.023429369,0.040920519,0.131689841,0.082753185,0.183750456,0.01862291,0.039411262,0.043837854,0.026845291,0.018226639,0.027836238,0.049041311,0.006110958,0.004851248,0.003904837,0.003463398,0.014178933,0.011818849
64,P-Toluenesulfonic Acid,[M-H]-,11.244,0.01276403,0.004230056,0.068365014,0.020722071,0.078003764,0.159658493,0.016143846,0.059624966,0.044433504,0.001733429,0.00012919,0.011474049,0.039877658,0.143784971,0.108199288,0.036242481,0.027264098,0.010979666,0.008879534,0.01468843,0.061871175,0.008989229,0.013666028,0.011886058,0.021065434,0.009984585,0.001304671,0.00403428
65,"1,4-Cyclohexanedicarboxylic Acid",[M-H]-,1.842,0.000593196,0.192159895,0.007012067,0.00634405,0.006564418,0.041174979,0.046074613,0.036453875,0.026894204,0.029116156,0.033374207,0.000295778,0.014211871,0.01534384,0.01727413,0.005568358,0.006545573,0.004222796,0.004516537,0.002375345,0.004541159,0.000158539,0.021207183,0.020199697,0.019520243,0.019025376,0.203168044,0.216063873
66,N-Acetylleucine,[M-H]-,5.364,0.000104196,0.002116228,0.003900633,0.004561219,0.003864533,0.082168756,0.692866494,0.024759564,0.00885748,0.035779236,0.01530062,0.000132274,0.01935109,0.013569486,0.026142334,0.001794799,0.001910523,0.006031756,0.009161207,0.005934963,0.013101552,0.000126981,0.001776958,0.00869868,0.000456415,0.00920234,0.004731931,0.003597752
67,N-Acetylleucine,[M-H]-,5.656,0.001103677,0.002509059,0.018862611,0.022517874,0.013589943,0.239855409,0.004944493,0.107997562,0.09073131,0.191014856,0.003051633,0.000996599,0.023134498,0.015466794,0.024212463,0.092025189,0.061290329,0.023169171,0.011815735,0.007864583,0.01665616,0.001117686,0.005736988,0.005355298,0.004193698,0.005665792,0.002909892,0.002210698
68,N-Acetylleucine,[M-H]-,6.325,0.00070871,0.002523677,0.018764614,0.018842918,0.024591036,0.027234107,0.336131544,0.026258434,0.033895983,0.010220426,0.410739908,0.00090058,0.003426343,0.00260069,0.004670369,0.011843093,0.008160349,0.002794017,0.001595749,0.001568201,0.002173411,1.54E-05,0.010205295,0.013117546,0.008620903,0.01118504,0.003847398,0.00336423
69,Aconitic Acid,[M-H]-,3.025,0.029243955,0.006566129,0.012369653,0.014779086,0.01151137,0.022802346,0.028143336,0.025170333,0.020672562,0.053126629,0.028859252,0.0313639,0.066662108,0.063176063,0.090237891,0.070750875,0.088856813,0.006202527,0.041697495,0.023934227,0.037316419,0.021225259,0.057210015,0.049669695,0.048905964,0.035734354,0.007699548,0.006112192
